protein,EC,point_cloud
Q03VC3,5.6.1.7,Q03VC3.txt
B2GAI0,5.6.1.7,B2GAI0.txt
Q929V0,5.6.1.7,Q929V0.txt
B8DH59,5.6.1.7,B8DH59.txt
B1HT15,5.6.1.7,B1HT15.txt
Q2WAW8,5.6.1.7,Q2WAW8.txt
A6VWY0,5.6.1.7,A6VWY0.txt
Q8TGX7,5.6.1.7,Q8TGX7.txt
Q1H4F2,5.6.1.7,Q1H4F2.txt
Q8PW06,5.6.1.7,Q8PW06.txt
B1LVA0,5.6.1.7,B1LVA0.txt
A6UNR2,5.6.1.7,A6UNR2.txt
Q48884,5.6.1.7,Q48884.txt
Q49025,5.6.1.7,Q49025.txt
Q7MBB2,5.6.1.7,Q7MBB2.txt
Q49375,5.6.1.7,Q49375.txt
Q49594,5.6.1.7,Q49594.txt
Q50255,5.6.1.7,Q50255.txt
P78012,5.6.1.7,P78012.txt
Q50382,5.6.1.7,Q50382.txt
Q50826,5.6.1.7,Q50826.txt
B2A5V3,5.6.1.7,B2A5V3.txt
Q5F541,5.6.1.7,Q5F541.txt
A9M0Q6,5.6.1.7,A9M0Q6.txt
A1KW52,5.6.1.7,A1KW52.txt
Q2GDC6,5.6.1.7,Q2GDC6.txt
Q82Y60,5.6.1.7,Q82Y60.txt
A6Q2B4,5.6.1.7,A6Q2B4.txt
Q8CXL3,5.6.1.7,Q8CXL3.txt
Q8KM30,5.6.1.7,Q8KM30.txt
B3CQ26,5.6.1.7,B3CQ26.txt
A6LIG0,5.6.1.7,A6LIG0.txt
A1B877,5.6.1.7,A1B877.txt
B2T0I0,5.6.1.7,B2T0I0.txt
Q6D9J0,5.6.1.7,Q6D9J0.txt
Q03H05,5.6.1.7,Q03H05.txt
A5CZ03,5.6.1.7,A5CZ03.txt
A0T0H6,5.6.1.7,A0T0H6.txt
A6KXA0,5.6.1.7,A6KXA0.txt
B1XRX1,5.6.1.7,B1XRX1.txt
B2RKS6,5.6.1.7,B2RKS6.txt
B4S6H2,5.6.1.7,B4S6H2.txt
Q15PD3,5.6.1.7,Q15PD3.txt
Q02H55,5.6.1.7,Q02H55.txt
Q4K764,5.6.1.7,Q4K764.txt
A4XYM0,5.6.1.7,A4XYM0.txt
B0KFQ2,5.6.1.7,B0KFQ2.txt
B1J3K5,5.6.1.7,B1J3K5.txt
Q9XAU7,5.6.1.7,Q9XAU7.txt
Q4FU94,5.6.1.7,Q4FU94.txt
P46224,5.6.1.7,P46224.txt
O66212,5.6.1.7,O66212.txt
B5ZRD6,5.6.1.7,B5ZRD6.txt
B6IU98,5.6.1.7,B6IU98.txt
Q93MH1,5.6.1.7,Q93MH1.txt
A8GW07,5.6.1.7,A8GW07.txt
Q92H04,5.6.1.7,Q92H04.txt
Q9ZCT7,5.6.1.7,Q9ZCT7.txt
B0BUM0,5.6.1.7,B0BUM0.txt
Q1AXU6,5.6.1.7,Q1AXU6.txt
B8I5W0,5.6.1.7,B8I5W0.txt
B5F2L0,5.6.1.7,B5F2L0.txt
B5FRK2,5.6.1.7,B5FRK2.txt
B4TF80,5.6.1.7,B4TF80.txt
C0Q6A2,5.6.1.7,C0Q6A2.txt
P0A1D4,5.6.1.7,P0A1D4.txt
O66202,5.6.1.7,O66202.txt
A6WJ17,5.6.1.7,A6WJ17.txt
B0TVL3,5.6.1.7,B0TVL3.txt
A8H8W3,5.6.1.7,A8H8W3.txt
A0L170,5.6.1.7,A0L170.txt
Q0HZ97,5.6.1.7,Q0HZ97.txt
B2TY18,5.6.1.7,B2TY18.txt
Q0SXD6,5.6.1.7,Q0SXD6.txt
P0C193,5.6.1.7,P0C193.txt
Q01RQ2,5.6.1.7,Q01RQ2.txt
Q2FF95,5.6.1.7,Q2FF95.txt
Q2YUD8,5.6.1.7,Q2YUD8.txt
P63766,5.6.1.7,P63766.txt
Q6G7S8,5.6.1.7,Q6G7S8.txt
P63767,5.6.1.7,P63767.txt
Q5HMZ1,5.6.1.7,Q5HMZ1.txt
Q49YY5,5.6.1.7,Q49YY5.txt
Q8CX22,5.6.1.7,Q8CX22.txt
Q8KJ20,5.6.1.7,Q8KJ20.txt
B4U081,5.6.1.7,B4U081.txt
B4SKL8,5.6.1.7,B4SKL8.txt
P69883,5.6.1.7,P69883.txt
B5E223,5.6.1.7,B5E223.txt
Q8NZ56,5.6.1.7,Q8NZ56.txt
Q1JEL5,5.6.1.7,Q1JEL5.txt
B1I8B2,5.6.1.7,B1I8B2.txt
P0A335,5.6.1.7,P0A335.txt
B5XIW7,5.6.1.7,B5XIW7.txt
Q8KJ16,5.6.1.7,Q8KJ16.txt
Q5M670,5.6.1.7,Q5M670.txt
C1CGD7,5.6.1.7,C1CGD7.txt
Q30SX1,5.6.1.7,Q30SX1.txt
B2V8F1,5.6.1.7,B2V8F1.txt
P22879,5.6.1.7,P22879.txt
P81284,5.6.1.7,P81284.txt
Q93GT6,5.6.1.7,Q93GT6.txt
Q60024,5.6.1.7,Q60024.txt
Q9EZV1,5.6.1.7,Q9EZV1.txt
B0K3P6,5.6.1.7,B0K3P6.txt
Q5SLM2,5.6.1.7,Q5SLM2.txt
Q3SMK1,5.6.1.7,Q3SMK1.txt
Q73NH7,5.6.1.7,Q73NH7.txt
B2S1X8,5.6.1.7,B2S1X8.txt
Q83NN0,5.6.1.7,Q83NN0.txt
Q9AFA5,5.6.1.7,Q9AFA5.txt
A1WL05,5.6.1.7,A1WL05.txt
Q9ANR9,5.6.1.7,Q9ANR9.txt
Q7MAE3,5.6.1.7,Q7MAE3.txt
Q8PPZ1,5.6.1.7,Q8PPZ1.txt
B0RN52,5.6.1.7,B0RN52.txt
Q2NY29,5.6.1.7,Q2NY29.txt
B2I7D4,5.6.1.7,B2I7D4.txt
Q87BC0,5.6.1.7,Q87BC0.txt
A7FN01,5.6.1.7,A7FN01.txt
Q8ZIY3,5.6.1.7,Q8ZIY3.txt
A4TRR0,5.6.1.7,A4TRR0.txt
P48220,5.6.1.7,P48220.txt
P13658,5.6.2.1,P13658.txt
Q9FJ79,5.6.2.1,Q9FJ79.txt
Q8R4U6,5.6.2.1,Q8R4U6.txt
Q9KA23,5.6.2.1,Q9KA23.txt
O28469,5.6.2.1,O28469.txt
O51768,5.6.2.1,O51768.txt
O17966,5.6.2.1,O17966.txt
Q00313,5.6.2.1,Q00313.txt
P93119,5.6.2.1,P93119.txt
P06612,5.6.2.1,P06612.txt
Q9ZMV7,5.6.2.1,Q9ZMV7.txt
P46155,5.6.2.1,P46155.txt
O27661,5.6.2.1,O27661.txt
Q9JN65,5.6.2.1,Q9JN65.txt
P78032,5.6.2.1,P78032.txt
P9WG49,5.6.2.1,P9WG49.txt
Q9UYS8,5.6.2.1,Q9UYS8.txt
Q9WUL0,5.6.2.1,Q9WUL0.txt
Q92IH1,5.6.2.1,Q92IH1.txt
Q68X45,5.6.2.1,Q68X45.txt
P07799,5.6.2.1,P07799.txt
Q2YXL8,5.6.2.1,Q2YXL8.txt
Q7A5Y5,5.6.2.1,Q7A5Y5.txt
Q06AK7,5.6.2.1,Q06AK7.txt
Q8CSU3,5.6.2.1,Q8CSU3.txt
Q9X909,5.6.2.1,Q9X909.txt
Q9HM08,5.6.2.1,Q9HM08.txt
P41511,5.6.2.1,P41511.txt
P41512,5.6.2.1,P41512.txt
P04786,5.6.2.1,P04786.txt
Q9NG98,5.6.2.1,Q9NG98.txt
C7J0A2,5.6.2.1,C7J0A2.txt
O95985,5.6.2.1,O95985.txt
Q5WAX6,5.6.2.1,Q5WAX6.txt
Q73E74,5.6.2.1,Q73E74.txt
Q6HP19,5.6.2.1,Q6HP19.txt
O61660,5.6.2.1,O61660.txt
P14294,5.6.2.1,P14294.txt
Q8Z6F5,5.6.2.1,Q8Z6F5.txt
Q2FEN5,5.6.2.1,Q2FEN5.txt
Q5HDV4,5.6.2.1,Q5HDV4.txt
Q6GEH9,5.6.2.1,Q6GEH9.txt
Q5HLZ4,5.6.2.1,Q5HLZ4.txt
Q49ZH2,5.6.2.1,Q49ZH2.txt
P14565,5.6.2.1,P14565.txt
P48369,5.6.2.2,P48369.txt
Q9CAF6,5.6.2.2,Q9CAF6.txt
B2S0D7,5.6.2.2,B2S0D7.txt
Q8K9W2,5.6.2.2,Q8K9W2.txt
Q03470,5.6.2.2,Q03470.txt
O84192,5.6.2.2,O84192.txt
C1CVF4,5.6.2.2,C1CVF4.txt
Q0BST5,5.6.2.2,Q0BST5.txt
Q18GY3,5.6.2.2,Q18GY3.txt
P14829,5.6.2.2,P14829.txt
B0S912,5.6.2.2,B0S912.txt
P47250,5.6.2.2,P47250.txt
Q57532,5.6.2.2,Q57532.txt
P48354,5.6.2.2,P48354.txt
P9WG47,5.6.2.2,P9WG47.txt
Q5YLB5,5.6.2.2,Q5YLB5.txt
P41513,5.6.2.2,P41513.txt
Q92IZ6,5.6.2.2,Q92IZ6.txt
Q68XG2,5.6.2.2,Q68XG2.txt
P34030,5.6.2.2,P34030.txt
Q5HJZ0,5.6.2.2,Q5HJZ0.txt
Q6GKT9,5.6.2.2,Q6GKT9.txt
Q8NKW8,5.6.2.2,Q8NKW8.txt
P0C0R0,5.6.2.2,P0C0R0.txt
Q9L7Q5,5.6.2.2,Q9L7Q5.txt
Q8P116,5.6.2.2,Q8P116.txt
Q8DPM2,5.6.2.2,Q8DPM2.txt
Q5SIL4,5.6.2.2,Q5SIL4.txt
Q44088,5.6.2.2,Q44088.txt
Q9SS38,5.6.2.2,Q9SS38.txt
Q43907,5.6.2.2,Q43907.txt
Q44271,5.6.2.2,Q44271.txt
Q44081,5.6.2.2,Q44081.txt
Q44278,5.6.2.2,Q44278.txt
Q44277,5.6.2.2,Q44277.txt
Q9X3Y6,5.6.2.2,Q9X3Y6.txt
P05652,5.6.2.2,P05652.txt
P57126,5.6.2.2,P57126.txt
O87667,5.6.2.2,O87667.txt
Q9FAX2,5.6.2.2,Q9FAX2.txt
O84193,5.6.2.2,O84193.txt
Q9LCK1,5.6.2.2,Q9LCK1.txt
Q9FAX1,5.6.2.2,Q9FAX1.txt
P21558,5.6.2.2,P21558.txt
P55992,5.6.2.2,P55992.txt
P43053,5.6.2.2,P43053.txt
P22447,5.6.2.2,P22447.txt
A5TY73,5.6.2.2,A5TY73.txt
O33367,5.6.2.2,O33367.txt
Q5NBJ3,5.6.2.2,Q5NBJ3.txt
P13364,5.6.2.2,P13364.txt
Q92H87,5.6.2.2,Q92H87.txt
Q68WF6,5.6.2.2,Q68WF6.txt
P0AES8,5.6.2.2,P0AES8.txt
Q5HJZ1,5.6.2.2,Q5HJZ1.txt
Q6GKU0,5.6.2.2,Q6GKU0.txt
P0A0K7,5.6.2.2,P0A0K7.txt
P35886,5.6.2.2,P35886.txt
Q5XD05,5.6.2.2,Q5XD05.txt
P0DG05,5.6.2.2,P0DG05.txt
P77993,5.6.2.2,P77993.txt
O08399,5.6.2.2,O08399.txt
Q45066,5.6.2.2,Q45066.txt
O68891,5.6.2.2,O68891.txt
P43702,5.6.2.2,P43702.txt
P48374,5.6.2.2,P48374.txt
Q1RGX8,5.6.2.2,Q1RGX8.txt
Q9ZE79,5.6.2.2,Q9ZE79.txt
P0AFI4,5.6.2.2,P0AFI4.txt
Q931S2,5.6.2.2,Q931S2.txt
Q6G9K4,5.6.2.2,Q6G9K4.txt
Q5HPI5,5.6.2.2,Q5HPI5.txt
P0DG06,5.6.2.2,P0DG06.txt
P72525,5.6.2.2,P72525.txt
Q59192,5.6.2.2,Q59192.txt
O54479,5.6.2.2,O54479.txt
Q59526,5.6.2.2,Q59526.txt
Q9HUJ8,5.6.2.2,Q9HUJ8.txt
Q4UKT4,5.6.2.2,Q4UKT4.txt
P0A2I6,5.6.2.2,P0A2I6.txt
Q5HG65,5.6.2.2,Q5HG65.txt
Q6GH51,5.6.2.2,Q6GH51.txt
P0A0K9,5.6.2.2,P0A0K9.txt
Q59961,5.6.2.2,Q59961.txt
Q97ZZ8,5.6.2.2,Q97ZZ8.txt
O67226,5.6.2.2,O67226.txt
O29238,5.6.2.2,O29238.txt
Q9UZ86,5.6.2.2,Q9UZ86.txt
O58530,5.6.2.2,O58530.txt
Q6F598,5.6.2.2,Q6F598.txt
Q9Y5K1,5.6.2.2,Q9Y5K1.txt
Q9M4A1,5.6.2.2,Q9M4A1.txt
P11388,5.6.2.2,P11388.txt
P41516,5.6.2.2,P41516.txt
Q02880,5.6.2.2,Q02880.txt
P90520,5.6.2.2,P90520.txt
P87078,5.6.2.2,P87078.txt
Q55BP5,5.6.2.2,Q55BP5.txt
O24308,5.6.2.2,O24308.txt
P41001,5.6.2.2,P41001.txt
P30190,5.6.2.2,P30190.txt
O67137,5.6.2.2,O67137.txt
Q9LZ03,5.6.2.2,Q9LZ03.txt
B0R4D2,5.6.2.2,B0R4D2.txt
Q8TQF8,5.6.2.2,Q8TQF8.txt
Q8PUB7,5.6.2.2,Q8PUB7.txt
A2XFC1,5.6.2.2,A2XFC1.txt
Q8U0K9,5.6.2.2,Q8U0K9.txt
Q971T1,5.6.2.2,Q971T1.txt
Q9C5V6,5.6.2.2,Q9C5V6.txt
B0R4D3,5.6.2.2,B0R4D3.txt
Q468I5,5.6.2.2,Q468I5.txt
Q8PUB8,5.6.2.2,Q8PUB8.txt
Q3IPW6,5.6.2.2,Q3IPW6.txt
Q9V135,5.6.2.2,Q9V135.txt
O74020,5.6.2.2,O74020.txt
C3N5B3,5.6.2.2,C3N5B3.txt
C3MYN1,5.6.2.2,C3MYN1.txt
Q971T2,5.6.2.2,Q971T2.txt
B6YVS9,5.6.2.2,B6YVS9.txt
A0QPN1,5.6.2.2,A0QPN1.txt
Q81KS9,6.1.1.1,Q81KS9.txt
Q633D2,6.1.1.1,Q633D2.txt
P22326,6.1.1.1,P22326.txt
E6ELF6,6.1.1.1,E6ELF6.txt
Q3II62,6.1.1.1,Q3II62.txt
Q5M2F3,6.1.1.1,Q5M2F3.txt
Q8D5N2,6.1.1.1,Q8D5N2.txt
Q72Y10,6.1.1.1,Q72Y10.txt
Q6HBJ0,6.1.1.1,Q6HBJ0.txt
Q97KY6,6.1.1.1,Q97KY6.txt
Q9I5Q3,6.1.1.1,Q9I5Q3.txt
Q5LZR6,6.1.1.1,Q5LZR6.txt
Q87LY8,6.1.1.1,Q87LY8.txt
Q8S9J2,6.1.1.1,Q8S9J2.txt
Q5ZJ08,6.1.1.1,Q5ZJ08.txt
B7XHC1,6.1.1.1,B7XHC1.txt
C4V6W1,6.1.1.1,C4V6W1.txt
O14055,6.1.1.1,O14055.txt
P36421,6.1.1.1,P36421.txt
Q9W107,6.1.1.1,Q9W107.txt
P12063,6.1.1.1,P12063.txt
O74890,6.1.1.1,O74890.txt
A9NHF4,6.1.1.1,A9NHF4.txt
P41256,6.1.1.1,P41256.txt
Q8UED2,6.1.1.1,Q8UED2.txt
B6EHW3,6.1.1.1,B6EHW3.txt
B3ERY6,6.1.1.1,B3ERY6.txt
Q5P9K5,6.1.1.1,Q5P9K5.txt
O67632,6.1.1.1,O67632.txt
Q2NJG7,6.1.1.1,Q2NJG7.txt
Q650K7,6.1.1.1,Q650K7.txt
A7Z7R1,6.1.1.1,A7Z7R1.txt
Q6MNQ2,6.1.1.1,Q6MNQ2.txt
A1A1W2,6.1.1.1,A1A1W2.txt
B7GTN2,6.1.1.1,B7GTN2.txt
Q2KV13,6.1.1.1,Q2KV13.txt
O51343,6.1.1.1,O51343.txt
Q661P9,6.1.1.1,Q661P9.txt
Q7VUW5,6.1.1.1,Q7VUW5.txt
Q89M63,6.1.1.1,Q89M63.txt
Q8YGV8,6.1.1.1,Q8YGV8.txt
P57221,6.1.1.1,P57221.txt
Q89AW3,6.1.1.1,Q89AW3.txt
Q3JNS0,6.1.1.1,Q3JNS0.txt
Q8R6V5,6.1.1.1,Q8R6V5.txt
Q3ABU4,6.1.1.1,Q3ABU4.txt
B8GWL9,6.1.1.1,B8GWL9.txt
A4WR15,6.1.1.1,A4WR15.txt
Q3ARF2,6.1.1.1,Q3ARF2.txt
Q9PKX8,6.1.1.1,Q9PKX8.txt
Q3KMV9,6.1.1.1,Q3KMV9.txt
O84065,6.1.1.1,O84065.txt
A7FYR9,6.1.1.1,A7FYR9.txt
B2UYM8,6.1.1.1,B2UYM8.txt
C1FLY1,6.1.1.1,C1FLY1.txt
B1L203,6.1.1.1,B1L203.txt
Q0TTF4,6.1.1.1,Q0TTF4.txt
Q891D3,6.1.1.1,Q891D3.txt
Q8FTM1,6.1.1.1,Q8FTM1.txt
Q83EX7,6.1.1.1,Q83EX7.txt
Q6A7W0,6.1.1.1,Q6A7W0.txt
Q3Z8V6,6.1.1.1,Q3Z8V6.txt
B8FGS9,6.1.1.1,B8FGS9.txt
A8ZUK6,6.1.1.1,A8ZUK6.txt
A8LQM0,6.1.1.1,A8LQM0.txt
B7M9Z1,6.1.1.1,B7M9Z1.txt
B5Z471,6.1.1.1,B5Z471.txt
B7M0J4,6.1.1.1,B7M0J4.txt
A8A0I0,6.1.1.1,A8A0I0.txt
B1IQB7,6.1.1.1,B1IQB7.txt
B6IB76,6.1.1.1,B6IB76.txt
Q3YT49,6.1.1.1,Q3YT49.txt
Q5HCB5,6.1.1.1,Q5HCB5.txt
B7LQN3,6.1.1.1,B7LQN3.txt
Q5NGY5,6.1.1.1,Q5NGY5.txt
Q39WF4,6.1.1.1,Q39WF4.txt
Q7ND21,6.1.1.1,Q7ND21.txt
Q4QL45,6.1.1.1,Q4QL45.txt
B9LTA6,6.1.1.1,B9LTA6.txt
Q9HN62,6.1.1.1,Q9HN62.txt
Q9ZL69,6.1.1.1,Q9ZL69.txt
Q5QVP5,6.1.1.1,Q5QVP5.txt
A6T9Y5,6.1.1.1,A6T9Y5.txt
Q04CC7,6.1.1.1,Q04CC7.txt
Q9CIH5,6.1.1.1,Q9CIH5.txt
A9KMS8,6.1.1.1,A9KMS8.txt
Q38XK7,6.1.1.1,Q38XK7.txt
Q5WYX4,6.1.1.1,Q5WYX4.txt
Q8F411,6.1.1.1,Q8F411.txt
Q7B9Y9,6.1.1.1,Q7B9Y9.txt
A5VHU6,6.1.1.1,A5VHU6.txt
Q71Z70,6.1.1.1,Q71Z70.txt
A0AJ48,6.1.1.1,A0AJ48.txt
Q65T71,6.1.1.1,Q65T71.txt
Q46BQ5,6.1.1.1,Q46BQ5.txt
Q2FNA1,6.1.1.1,Q2FNA1.txt
A2SU89,6.1.1.1,A2SU89.txt
Q6M0K7,6.1.1.1,Q6M0K7.txt
Q2NHE1,6.1.1.1,Q2NHE1.txt
P67612,6.1.1.1,P67612.txt
Q7NBH9,6.1.1.1,Q7NBH9.txt
Q4A8U9,6.1.1.1,Q4A8U9.txt
Q6KH97,6.1.1.1,Q6KH97.txt
Q8EUX2,6.1.1.1,Q8EUX2.txt
Q4A5E2,6.1.1.1,Q4A5E2.txt
Q1B7S2,6.1.1.1,Q1B7S2.txt
Q74MD3,6.1.1.1,Q74MD3.txt
B4RP13,6.1.1.1,B4RP13.txt
Q9JXY5,6.1.1.1,Q9JXY5.txt
Q2YBR1,6.1.1.1,Q2YBR1.txt
Q5YYA4,6.1.1.1,Q5YYA4.txt
Q8CXA5,6.1.1.1,Q8CXA5.txt
Q6YQA6,6.1.1.1,Q6YQA6.txt
B3CV32,6.1.1.1,B3CV32.txt
Q7TTW9,6.1.1.1,Q7TTW9.txt
Q6D5V2,6.1.1.1,Q6D5V2.txt
Q4FMN5,6.1.1.1,Q4FMN5.txt
B1VAA7,6.1.1.1,B1VAA7.txt
B2RHN4,6.1.1.1,B2RHN4.txt
Q7VAP7,6.1.1.1,Q7VAP7.txt
Q46JD7,6.1.1.1,Q46JD7.txt
B7V6L2,6.1.1.1,B7V6L2.txt
Q3K5W9,6.1.1.1,Q3K5W9.txt
Q4ZMM7,6.1.1.1,Q4ZMM7.txt
A4WN67,6.1.1.1,A4WN67.txt
O58739,6.1.1.1,O58739.txt
Q98NS5,6.1.1.1,Q98NS5.txt
Q6N703,6.1.1.1,Q6N703.txt
A8GNW7,6.1.1.1,A8GNW7.txt
Q92HE8,6.1.1.1,Q92HE8.txt
Q9ZCZ4,6.1.1.1,Q9ZCZ4.txt
A8GSQ1,6.1.1.1,A8GSQ1.txt
Q164D9,6.1.1.1,Q164D9.txt
Q1GI60,6.1.1.1,Q1GI60.txt
A9MEH2,6.1.1.1,A9MEH2.txt
B5QV10,6.1.1.1,B5QV10.txt
B4T586,6.1.1.1,B4T586.txt
C0Q5T3,6.1.1.1,C0Q5T3.txt
B4TV08,6.1.1.1,B4TV08.txt
A8GDY0,6.1.1.1,A8GDY0.txt
Q320Z4,6.1.1.1,Q320Z4.txt
Q83KY0,6.1.1.1,Q83KY0.txt
A7X3G2,6.1.1.1,A7X3G2.txt
Q2FXJ5,6.1.1.1,Q2FXJ5.txt
Q5HF45,6.1.1.1,Q5HF45.txt
Q7A537,6.1.1.1,Q7A537.txt
A8Z2P6,6.1.1.1,A8Z2P6.txt
Q5HNH6,6.1.1.1,Q5HNH6.txt
Q49YG2,6.1.1.1,Q49YG2.txt
Q8E241,6.1.1.1,Q8E241.txt
C0M6G7,6.1.1.1,C0M6G7.txt
B1W1W0,6.1.1.1,B1W1W0.txt
Q04I74,6.1.1.1,Q04I74.txt
Q5XE99,6.1.1.1,Q5XE99.txt
Q1JE22,6.1.1.1,Q1JE22.txt
Q1J8X3,6.1.1.1,Q1J8X3.txt
B8ZPM2,6.1.1.1,B8ZPM2.txt
P0DG63,6.1.1.1,P0DG63.txt
Q8DN52,6.1.1.1,Q8DN52.txt
Q03IK0,6.1.1.1,Q03IK0.txt
C1CN46,6.1.1.1,C1CN46.txt
Q30SN2,6.1.1.1,Q30SN2.txt
C3MJP1,6.1.1.1,C3MJP1.txt
C3N8R2,6.1.1.1,C3N8R2.txt
Q2LR98,6.1.1.1,Q2LR98.txt
Q2JSX8,6.1.1.1,Q2JSX8.txt
Q3AZE2,6.1.1.1,Q3AZE2.txt
Q9HKT3,6.1.1.1,Q9HKT3.txt
Q5JF63,6.1.1.1,Q5JF63.txt
C6A0Z6,6.1.1.1,C6A0Z6.txt
Q8DMR1,6.1.1.1,Q8DMR1.txt
Q73PD8,6.1.1.1,Q73PD8.txt
Q83HH5,6.1.1.1,Q83HH5.txt
Q9PR27,6.1.1.1,Q9PR27.txt
Q73G50,6.1.1.1,Q73G50.txt
Q5GT37,6.1.1.1,Q5GT37.txt
Q3BNC2,6.1.1.1,Q3BNC2.txt
Q2P892,6.1.1.1,Q2P892.txt
Q9PGX7,6.1.1.1,Q9PGX7.txt
A7FHM0,6.1.1.1,A7FHM0.txt
Q8ZE20,6.1.1.1,Q8ZE20.txt
A4TIS1,6.1.1.1,A4TIS1.txt
Q5NLZ3,6.1.1.1,Q5NLZ3.txt
Q9HN83,6.1.1.2,Q9HN83.txt
Q9RVD6,6.1.1.2,Q9RVD6.txt
Q9KZA7,6.1.1.2,Q9KZA7.txt
Q55DZ8,6.1.1.2,Q55DZ8.txt
Q5R4J1,6.1.1.2,Q5R4J1.txt
Q09692,6.1.1.2,Q09692.txt
Q3T099,6.1.1.2,Q3T099.txt
Q9UGM6,6.1.1.2,Q9UGM6.txt
P04803,6.1.1.2,P04803.txt
Q5E2G5,6.1.1.2,Q5E2G5.txt
O28579,6.1.1.2,O28579.txt
Q7VRN5,6.1.1.2,Q7VRN5.txt
Q7W5T6,6.1.1.2,Q7W5T6.txt
P67586,6.1.1.2,P67586.txt
Q8K941,6.1.1.2,Q8K941.txt
Q9PIB4,6.1.1.2,Q9PIB4.txt
Q821H9,6.1.1.2,Q821H9.txt
O84589,6.1.1.2,O84589.txt
Q8XMQ5,6.1.1.2,Q8XMQ5.txt
Q8NSJ4,6.1.1.2,Q8NSJ4.txt
P67588,6.1.1.2,P67588.txt
Q830U2,6.1.1.2,Q830U2.txt
Q7NCG8,6.1.1.2,Q7NCG8.txt
Q7VIP6,6.1.1.2,Q7VIP6.txt
A2BLD4,6.1.1.2,A2BLD4.txt
Q6AGQ7,6.1.1.2,Q6AGQ7.txt
Q8Y577,6.1.1.2,Q8Y577.txt
Q8TYF7,6.1.1.2,Q8TYF7.txt
P67591,6.1.1.2,P67591.txt
Q49901,6.1.1.2,Q49901.txt
Q98PH7,6.1.1.2,Q98PH7.txt
Q9JTQ0,6.1.1.2,Q9JTQ0.txt
Q8ERU2,6.1.1.2,Q8ERU2.txt
Q7NA61,6.1.1.2,Q7NA61.txt
Q7TV34,6.1.1.2,Q7TV34.txt
Q88NA1,6.1.1.2,Q88NA1.txt
Q8ZTU5,6.1.1.2,Q8ZTU5.txt
Q8U453,6.1.1.2,Q8U453.txt
Q98C31,6.1.1.2,Q98C31.txt
Q1RIE3,6.1.1.2,Q1RIE3.txt
Q9ZD76,6.1.1.2,Q9ZD76.txt
P0A2P3,6.1.1.2,P0A2P3.txt
Q83JA5,6.1.1.2,Q83JA5.txt
P67593,6.1.1.2,P67593.txt
P67594,6.1.1.2,P67594.txt
Q8E2J5,6.1.1.2,Q8E2J5.txt
Q99XH4,6.1.1.2,Q99XH4.txt
P67598,6.1.1.2,P67598.txt
P67596,6.1.1.2,P67596.txt
P73655,6.1.1.2,P73655.txt
Q9WYW2,6.1.1.2,Q9WYW2.txt
Q8DHG3,6.1.1.2,Q8DHG3.txt
Q83HC3,6.1.1.2,Q83HC3.txt
Q9KNV7,6.1.1.2,Q9KNV7.txt
Q7MH15,6.1.1.2,Q7MH15.txt
Q8PFH5,6.1.1.2,Q8PFH5.txt
Q87B10,6.1.1.2,Q87B10.txt
P18255,6.1.1.3,P18255.txt
A6QNM8,6.1.1.3,A6QNM8.txt
Q8BLY2,6.1.1.3,Q8BLY2.txt
Q8GZ45,6.1.1.3,Q8GZ45.txt
Q8SRH2,6.1.1.3,Q8SRH2.txt
A4YH38,6.1.1.3,A4YH38.txt
Q97VW8,6.1.1.3,Q97VW8.txt
C3N1B5,6.1.1.3,C3N1B5.txt
C3MUC7,6.1.1.3,C3MUC7.txt
Q973C8,6.1.1.3,Q973C8.txt
F4IFC5,6.1.1.3,F4IFC5.txt
Q68FW7,6.1.1.3,Q68FW7.txt
A3DET1,6.1.1.3,A3DET1.txt
Q6F860,6.1.1.3,Q6F860.txt
B2HTH0,6.1.1.3,B2HTH0.txt
B0V5P2,6.1.1.3,B0V5P2.txt
B9MHX8,6.1.1.3,B9MHX8.txt
A1W8I6,6.1.1.3,A1W8I6.txt
B0BSM2,6.1.1.3,B0BSM2.txt
A4SMA4,6.1.1.3,A4SMA4.txt
B9JWF4,6.1.1.3,B9JWF4.txt
B4RSL8,6.1.1.3,B4RSL8.txt
B9KH76,6.1.1.3,B9KH76.txt
B7GGN9,6.1.1.3,B7GGN9.txt
Q5P7X5,6.1.1.3,Q5P7X5.txt
B6YQ95,6.1.1.3,B6YQ95.txt
Q5LEQ6,6.1.1.3,Q5LEQ6.txt
A7Z7I1,6.1.1.3,A7Z7I1.txt
Q6FZZ7,6.1.1.3,Q6FZZ7.txt
Q6MML0,6.1.1.3,Q6MML0.txt
Q8G6C2,6.1.1.3,Q8G6C2.txt
Q0SMD6,6.1.1.3,Q0SMD6.txt
B7J0G5,6.1.1.3,B7J0G5.txt
B2S162,6.1.1.3,B2S162.txt
Q7VY64,6.1.1.3,Q7VY64.txt
B2S5S6,6.1.1.3,B2S5S6.txt
A9M582,6.1.1.3,A9M582.txt
B0CGM0,6.1.1.3,B0CGM0.txt
P57225,6.1.1.3,P57225.txt
P59554,6.1.1.3,P59554.txt
B4E7I6,6.1.1.3,B4E7I6.txt
A9ABF9,6.1.1.3,A9ABF9.txt
Q62KI2,6.1.1.3,Q62KI2.txt
Q3JT13,6.1.1.3,Q3JT13.txt
Q2SVD8,6.1.1.3,Q2SVD8.txt
