name,smile
butan-2-one ,CCC(=O)C
" 6-carboxy-5,6,7,8-tetrahydropterin",C1C(NC2=C(N1)N=C(NC2=O)N)C(=O)O
D-glyceraldehyde ,C([C@H](C=O)O)O
4-hydroxy-2-oxoheptanedioate,C(CC(=O)[O-])C(CC(=O)C(=O)[O-])O
L-glyceraldehyde ,C([C@@H](C=O)O)O
"2-amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate",C(C(C(C(=O)COP(=O)([O-])[O-])O)O)C(C(=O)[O-])[NH3+]
L-aspartate 4-semialdehyde ,C(C=O)[C@@H](C(=O)[O-])[NH3+]
6-deoxy-6-sulfo-D-fructose 1-phosphate,C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)([O-])[O-])O)O)O)S(=O)(=O)[O-]
 2-hydroxy-3-oxopropane-1-sulfonate ,C(C(C=O)O)S(=O)(=O)[O-]
"2-dehydro-3,6-dideoxy-6-sulfo-D-gluconate",C([C@@H]([C@@H](CS(=O)(=O)[O-])O)O)C(=O)C(=O)[O-]
"7,8-dihydroneopterin 3'-phosphate",C1C(=NC2=C(N1)N=C(NC2=O)N)[C@@H]([C@@H](COP(=O)(O)O)O)O
"6-(hydroxymethyl)-7,8-dihydropterin ",C1C(=NC2=C(N1)N=C(NC2=O)N)CO
glycolaldehyde phosphate ,C(C=O)OP(=O)(O)O
" 6-(hydroxymethyl)-7,8-dihydropterin",C1C(=NC2=C(N1)N=C(NC2=O)N)CO
glycolaldehyde triphosphate ,C(C=O)OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]
4-hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(C4=CC(=C(C=C4)O)OC)O)O
3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(C4=CC(=C(C=C4)O)OC)O)O
 3-hydroxy-3-(4-hydroxy-3-methoxyphenyl)propanoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(C4=CC(=C(C=C4)O)OC)O)O
5-deoxy-D-ribulose 1-phosphate,C[C@H]([C@H](C(=O)COP(=O)([O-])[O-])O)O
S-methyl-5-thio-D-ribulose 1-phosphate,CSC[C@H]([C@H](C(=O)COP(=O)(O)O)O)O
 (2-methylsulfanyl)acetaldehyde ,CSCC=O
formyl-CoA ,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC=O)O
"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate",C1=CC=C2C(=C1)C(=CN2)[C@@H]([C@@H](COP(=O)(O)O)O)O
 D-glyceraldehyde 3-phosphate,C([C@H](C=O)O)OP(=O)(O)O
D-Xylulose 5-phosphate,C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O
3-Oxalomalate,C(C(C(=O)[O-])O)(C(=O)C(=O)[O-])C(=O)[O-]
4-hydroxy-2-oxoglutarate,C(C(C(=O)O)O)C(=O)C(=O)O
4-hydroxy-4-methyl-2-oxoglutarate,CC(CC(=O)C(=O)[O-])(C(=O)[O-])O
"2-hydroxy-4-oxobutane-1,2,4-tricarboxylate",C(C(=O)C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
(2S)-2-hydroxy-2-methylbutanedioate,C[C@](CC(=O)[O-])(C(=O)[O-])O
"(2R,3S)-2-methylmalyl-CoA",C[C@H]([C@@H](C(=O)O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
(3S)-citramalyl-CoA,C[C@](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)(C(=O)O)O
3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA,CC(=CCCC(CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O)C
 7-methyl-3-oxooct-6-enoyl-CoA,CC(=CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C
"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate",C[C@@]([C@H](CC(=O)[O-])C(=O)[O-])(C(=O)[O-])O
"(2R,3S)-2,3-dimethylmalate",C[C@H](C(=O)O)C(C)(C(=O)O)O
(3S)-citryl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CC(=O)O)(C(=O)O)O)O
oxaloacetate ,C(C(=O)C(=O)O)C(=O)O
(1-hydroxycyclohexan-1-yl)acetyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4(CCCCC4)O)O
cyclohexanone ,C1CCC(=O)CC1
4-(2-carboxyphenyl)-4-oxobutanoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)C4=CC=CC=C4C(=O)O)O
(S)-4-hydroxy-2-oxopentanoate,C[C@@H](CC(=O)C(=O)[O-])O
(S)-3-Hydroxy-3-methylglutaryl-CoA,C[C@](CC(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
threo-3-hydroxy-D-aspartate,[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])[NH3+]
D-erythro-3-hydroxyaspartate,[C@@H]([C@@H](C(=O)[O-])O)(C(=O)[O-])[NH3+]
(4S)-4-hydroxy-2-oxoglutarate,C([C@@H](C(=O)[O-])O)C(=O)C(=O)[O-]
(S)-4-hydroxy-2-oxohexanoate,CC[C@@H](CC(=O)C(=O)[O-])O
(3R)-citramalyl-CoA,C[C@@](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)(C(=O)O)O
"(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol",C[C@H]\1CC/C=C(/CC[C@H](/C=C1)C(C)(C)O)\C
(-)-geosmin,C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C
acetone ,CC(=O)C
5-amino-1-(5-phospho-D-ribosyl)imidazole,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N
 4-methylphenol,CC1=CC=C(C=C1)O
 3-amino-4-hydroxybenzoate,C1=CC(=C(C=C1C(=O)O)N)[O-]
" (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate",C([C@@H]1[C@@]2([C@H]([C@@H](O1)N3[C@@H]2NC4=C3N=C(NC4=O)N)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
5-amino-1-(5-phospho-beta-D-ribosyl)imidazole,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N
5-hydroxybenzimidazole,C1=CC2=C(C=C1O)NC=N2
 (2S)-3-(4-hydroxyphenyl)-2-isocyanopropanoate,[C-]#[N+][C@@H](CC1=CC=C(C=C1)O)C(=O)[O-]
hydroxyacetone,CC(=O)CO
 (2S)-3-(1H-indol-3-yl)-2-isocyanopropanoate,[C-]#[N+][C@@H](CC1=CNC2=CC=CC=C21)C(=O)[O-]
AH2,C1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
H2CO3,C(=O)(O)O
" cyclohexa-1,5-diene-1-carbonyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CCCC=C4)O
N-cyclohexylformamide,C1CCC(CC1)NC=O
cyclohexyl isocyanide,[C-]#[N+]C1CCCCC1
daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
"2,4',5,7-tetrahydroxyisoflavanone",C1=CC(=CC=C1C2C(OC3=CC(=CC(=C3C2=O)O)O)O)O
genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
"7alpha,12alpha-dihydroxy-3-oxochol-4-en-24-oyl-CoA",C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](CC7=CC(=O)CC[C@]67C)O)O)C
" 12alpha-hydroxy-3-oxochola-4,6-dien-24-oyl-CoA",C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5C=CC7=CC(=O)CC[C@]67C)O)C
"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA ",C[C@H](CC[C@H]([C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C
"(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA",C[C@H](CC/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C
(2S)-4-acetamido-2-aminobutanoate,CC(=O)NCC[C@@H](C(=O)O)N
L-ectoine,CC1=NCC[C@H](N1)C(=O)O
5-(methylsulfanyl)-D-ribulose 1-phosphate,CSC[C@H]([C@H](C(=O)COP(=O)(O)O)O)O
" 5-(methylsulfanyl)-2,3-dioxopentyl phosphate",CSCCC(=O)C(=O)COP(=O)(O)O
2-hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one ,C1C=CC(=O)C(O1)(CO)O
"1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose ",C1C(=O)C(=C[C@H](O1)CO)O
"1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose",C1C(=O)C(=C[C@H](O1)CO)O
 2-hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one ,C1C=CC(=O)C(O1)(CO)O
acetylene,C#C
"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",C1=C[C@H]([C@@H](C(=C1)C(=O)CCC(=O)O)C(=O)O)O
 2-succinylbenzoate,C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O
"(R)-2-hydroxybutane-1,2,4-tricarboxylate",C(C[C@@](CC(=O)[O-])(C(=O)[O-])O)C(=O)[O-]
" (1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate",C(CC(=O)[O-])[C@@H]([C@H](C(=O)[O-])O)C(=O)[O-]
" (Z)-but-1-ene-1,2,4-tricarboxylate",C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O
"(Z)-but-1-ene-1,2,4-tricarboxylate",C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O
" (1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate ",C(CC(=O)[O-])[C@@H]([C@H](C(=O)[O-])O)C(=O)[O-]
3-hydroxypropanoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCO)O
"(2S,3S)-2-methylcitrate",C[C@H](C(=O)[O-])[C@@](CC(=O)[O-])(C(=O)[O-])O
2-methyl-trans-aconitate,C/C(=C(/CC(=O)[O-])\C(=O)[O-])/C(=O)[O-]
4-hydroxybutanoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCO)O
"(9S,10E,12Z)-9-hydroperoxyoctadeca-10,12-dienoate",CCCCC/C=C\C=C\[C@H](CCCCCCCC(=O)[O-])OO
" (8E)-9-[(1E,3Z)-nona-1,3-dien-1-yloxy]non-8-enoate",CCCCC/C=C\C=C\O/C=C/CCCCCCC(=O)[O-]
tetrahymanol,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C)(C)C
arabidiol,CC(=CCC/C(=C/CC[C@](C)([C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@]2(CC[C@@H](C3(C)C)O)C)C)O)/C)C
"(3S)-2,3-epoxy-2,3-dihydrosqualene",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C
dammarenediol II,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)O)C
(3S)-linalool,CC(=CCC[C@@](C)(C=C)O)C
"lupan-3beta,20-diol",C[C@]12CC[C@H]([C@@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(C)(C)O
hopan-22-ol,C[C@]12CC[C@@H]([C@@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C(C)(C)O
lycopene,CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)C
"1,1'-dihydroxy-1,1',2,2'-tetrahydrolycopene",C/C(=C\C=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCCC(O)(C)C)/C)/C)/C)\C)\C)/CCCC(O)(C)C
" 1-hydroxy-1,2-dihydrolycopene",CC(=CCC/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/CCCC(C)(C)O)/C)/C)/C)C
4-hydroxy-2-oxohexanoate,CCC(CC(=O)C(=O)[O-])O
"(2Z,4Z)-2-hydroxyhexa-2,4-dienoate",C/C=C\C=C(\C(=O)O)/[O-]
(13E)-8alpha-hydroxylabd-13-en-15-yl diphosphate,C/C(=C\COP(=O)(O)OP(=O)(O)O)/CC[C@@H]1[C@]2(CCCC([C@@H]2CC[C@@]1(C)O)(C)C)C
sporulenol,CC1=CCC(=CC1)[C@H](C)CC[C@@H]2[C@]3(CC[C@H]4[C@]([C@@H]3CC[C@@]2(C)O)(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C
tetraprenyl-beta-curcumene,CC1=CCC(=CC1)[C@H](C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
(+)-beta-caryophyllene,C/C/1=C\CCC(=C)[C@@H]2CC([C@H]2CC1)(C)C
(+)-caryolan-1-ol ,C[C@]12CCC[C@](C1)([C@@H]3CC([C@H]3CC2)(C)C)O
D-galactonate,C([C@H]([C@@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O
2-dehydro-3-deoxy-D-arabinonate,C([C@@H](CO)O)C(=O)C(=O)O
"(1'S,5'S)-averufin",C[C@]12CCCC(O1)C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O
versicolorin B,C1CO[C@H]2[C@@H]1C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O
5-amino-5-deoxy-3-dehydroshikimate,C1[C@H]([C@@H](C(=O)C=C1C(=O)O)O)N
3-amino-5-hydroxybenzoate,C1=C(C=C(C=C1N)[O-])C(=O)O
"(2S,3S)-3-hydroxyarginine",C(CN=C(N)N)[C@@H]([C@@H](C(=O)O)N)O
"(2S,3R)-capreomycidine",C1CNC(=N[C@H]1[C@@H](C(=O)O)N)N
3-methylfumaryl-CoA,C/C(=C\C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)/C(=O)O
3-(methylsulfanyl)acryloyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/SC)O
 3-hydroxy-3-(methylsulfanyl)propanoyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(O)SC)O
3-hydroxy-3-(methylsulfanyl)propanoyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(O)SC)O
3-oxopropanoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC=O)O
 methanethiol,CS
L-altarate,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@H](C(=O)O)O)O
5-dehydro-4-deoxy-D-glucarate,C([C@@H]([C@H](C(=O)O)O)O)C(=O)C(=O)O
(R)-2-hydroxy-4-methylpentanoyl-CoA,CC(C)C[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
4-methylpent-2-enoyl-CoA,CC(C)/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
"(2S,3R)-2,3-dihydroxy-5-oxohexanedioate",C([C@H]([C@@H](C(=O)O)O)O)C(=O)C(=O)O
dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O
" dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose",C[C@@H]1C(=O)C(=C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O
"dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose",C[C@@H]1C(=O)C(=C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O
" dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose ",C[C@@H]1C(=O)C(=O)C[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O
bacterioruberin,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\C=C\[C@@H](C(O)(C)C)CCC(O)(C)C)/C)/C)/C)/C=C/C=C(/C=C/C=C(/C=C/[C@@H](C(O)(C)C)CCC(O)(C)C)\C)\C
bisanhydrobacterioruberin,CC(=CC[C@H](C(O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/C=C/[C@@H](C(O)(C)C)CC=C(C)C)\C)\C)\C)/C)/C)/C)C
monoanhydrobacterioruberin,CC(=CC[C@@H](/C=C/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H](CCC(C)(C)O)C(C)(C)O)/C)/C)/C)C(C)(C)O)C
6-deoxy-6-sulfo-D-gluconate,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)S(=O)(=O)[O-]
"2-dehydro-3,6-dideoxy-6-sulfo-D-gluconate ",C([C@@H]([C@@H](CS(=O)(=O)[O-])O)O)C(=O)C(=O)[O-]
(4S)-4-hydroxy-2-oxoheptanedioate ,C(CC(=O)[O-])[C@@H](CC(=O)C(=O)[O-])O
" dTDP-4-dehydro-2,3,6-trideoxy-alpha-D-hexopyranose",C[C@@H]1C(=O)CC[C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O
3-(hydroxyphosphonoylmethyl)malate,C(C(C(C(=O)[O-])O)C(=O)[O-])[P+](=O)[O-]
 2-(phosphinatomethylidene)butanedioate,C(/C(=C/[P+](=O)[O-])/C(=O)[O-])C(=O)[O-]
2-(phosphinatomethylidene)butanedioate,C(/C(=C/[P+](=O)[O-])/C(=O)[O-])C(=O)[O-]
 3-(hydroxyphosphonoylmethyl)malate ,C(C(C(C(=O)[O-])O)C(=O)[O-])[P+](=O)[O-]
(R)-2-hydroxyglutaryl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)[C@@H](CCC(=O)[O-])O)O
" 2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol]",C[C@@H]1C(=C[C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)N
"2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol]",C[C@@H]1C(=C[C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)N
" 2-GDP-[(2S,3S,6R)-5-imino-6-methyloxan-3-ol]",C[C@@H]1C(=[NH2+])C[C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O
(3S)-3-hydroxyacyl-CoA,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O
ent-8alpha-hydroxylabd-13-en-15-yl diphosphate,C/C(=C\COP(=O)(O)OP(=O)(O)O)/CC[C@H]1[C@@]2(CCCC([C@H]2CC[C@]1(C)O)(C)C)C
peregrinol diphosphate,CC1CC[C@@H]2[C@@]([C@]1(CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)O)(CCCC2(C)C)C
(R)-3-(phenyl)lactoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)[C@@H](CC4=CC=CC=C4)O)O
(R)-3-(4-hydroxyphenyl)lactoyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)[C@@H](CC4=CC=C(C=C4)O)O)O
(R)-3-(indol-3-yl)lactoyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)[C@@H](CC4=CNC5=CC=CC=C54)O)O
L-lyxonate,C([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O
2-dehydro-3-deoxy-L-arabinonate,C([C@H](CO)O)C(=O)C(=O)[O-]
"(2S)-2,3-dihydroxypropane-1-sulfonate",C([C@@H](CS(=O)(=O)[O-])O)O
3-oxopropane-1-sulfonate,C(CS(=O)(=O)[O-])C=O
inulobiose,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O
"bis-D-fructose 2',1:2,1'-dianhydride",C1[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)OC[C@@]3(O1)[C@H]([C@@H]([C@H](O3)CO)O)O
