name,smile
"8-demethyl-8-(2,3-di-O-methyl-alpha-L-rhamnosyl)-tetracenomycin C",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)O)OC)OC)O
"8-demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)-tetracenomycin C",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC3=CC4=C(C(=C3C(=C2C(=O)OC)C)O)C(=O)[C@@]5(C(=O)C=C([C@H]([C@@]5(C4=O)O)O)OC)O)OC)OC)OC
27-O-demethylrifamycin SV,C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)O)C)C)O)O)/C
rifamycin SV,C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C
mitomycin A,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)OC
dTDP-alpha-D-forosamine,C[C@@H]1[C@H](CC[C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)N(C)C
"8,12-diethyl-3-vinylbacteriochlorophyllide d",CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)CC4=O)CC)C.[Mg+2]
12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d,CCCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)CC4=O)CC)C.[Mg+2]
12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d,CCC1=C2C=C3C(=C(C(=N3)C=C4C(=C(C(=CC5=NC(=C6CC(=O)C1=C6[N-]2)[C@H]([C@@H]5C)CCC(=O)O)[N-]4)C)C=C)C)CC(C)C.[Mg+2]
anhydrotetracycline,CC1=C2C=CC=C(C2=C(C3=C1C[C@H]4[C@@H](C(=O)C(=C([C@]4(C3=O)O)O)C(=O)N)N(C)C)O)O
(S)-tembetarine,C[N+]1(CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)O)O)OC)C
magnoflorine,C[N+]1(CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)O)OC)C
4-O-methylxanthohumol,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)OC)O)C
3-(aminomethyl)indole,C1=CC=C2C(=C1)C(=CN2)CN
gramine,CN(C)CC1=CNC2=CC=CC=C21
8-amino-8-demethylriboflavin,CC1=CC2=C(C=C1N)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O
4-hydroxytryptamine 4-phosphate,C1=CC2=C(C(=C1)OP(=O)(O)O)C(=CN2)CCN
psilocybin,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O
(+)-O-methylkolavelool,C[C@H]1CC[C@]2([C@H]([C@]1(C)CCC(C)(C=C)OC)CCC=C2C)C
nocamycin I,C[C@H]1[C@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)OC)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/O)C
methyl thiocyanate,CSC#N
"(8Z,11Z)-5-(pentadeca-8,11,14-trien-1-yl)resorcinol",C=CC/C=C\C/C=C\CCCCCCCC1=CC(=CC(=C1)O)O
N(1)-(5-phospho-D-ribosyl)glycinamide,C([C@@H]1[C@H]([C@H](C(O1)NC(=O)CN)O)O)OP(=O)(O)O
N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide,C([C@@H]1[C@H]([C@H](C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N
5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC=O)C(=O)N
UDP-4-amino-4-deoxy-beta-L-arabinose,C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)[NH3+]
UDP-4-deoxy-4-formamido-beta-L-arabinose,C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)NC=O
GDP-N-formyl-alpha-D-perosamine,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)NC=O
Carbamoyl phosphate,C(=O)(N)OP(=O)(O)O
N(2)-acetyl-L-ornithine,CC(=O)N[C@@H](CCCN)C(=O)O
N-acetyl-L-citrulline,CC(=O)N[C@@H](CCCNC(=O)N)C(=O)O
N(2)-succinyl-L-ornithine,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN
N-succinyl-L-citrulline,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CNC(=O)N
novobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O
1-amino-1-deoxy-scyllo-inositol 4-phosphate,[C@H]1([C@H](C([C@H]([C@@H](C1N)O)O)OP(=O)(O)O)O)O
1-guanidino-1-deoxy-scyllo-inositol 4-phosphate,[C@H]1([C@H](C([C@H]([C@@H](C1N=C(N)N)O)O)OP(=O)(O)O)O)O
L-homoarginine,C(CCN=C(N)N)C[C@@H](C(=O)O)N
Sedoheptulose 7-phosphate,C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)OP(=O)(O)O
4-fluoro-L-threonine,C([C@H]([C@@H](C(=O)O)N)O)F
Isochorismate,C=C(C(=O)O)O[C@H]1C=CC=C([C@@H]1O)C(=O)O
"1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate",CC(=O)[C@H]([C@@H](C(=O)COP(=O)(O)O)O)O
"2-amino-2,3,7-trideoxy-D-lyxo-hept-6-ulosonate",CC(=O)[C@H]([C@@H](C[C@@H](C(=O)[O-])[NH3+])O)O
Apulose 4-phosphate,C(C(=O)C(CO)(COP(=O)([O-])[O-])O)O
Acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
O-acetylcholine,CC(=O)OCC[N+](C)(C)C
N-acetyl-L-aspartate,CC(=O)N[C@@H](CC(=O)O)C(=O)O
butanoylphosphate,CCCC(=O)OP(=O)(O)O
"1,2-diacylglycerol",CC(=O)OCC(CO)OC(=O)C
Palmitoyl-CoA,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"1,2-diacyl-sn-glycero-3-phosphocholine",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC
N-acylsphingosine,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O
plasmenylcholine,CCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C
2-amino-3-oxobutanoate,CC(=O)C(C(=O)O)N
N(6)-acetyl-L-lysine,CC(=O)NCCCC[C@@H](C(=O)O)N
N-acetyl-L-histidine,CC(=O)N[C@@H](CC1=CN=CN1)C(=O)O
Succinyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O
Malonyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
acylglycerone phosphate,C(C(=O)COP(=O)(O)O)OC=O
"1,2-diacyl-sn-glycerol 3-phosphate",CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC.[Na+].[Na+]
N-acetyl-L-phenylalanine,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O
N-(4-guanidinobutyl)-4-hydroxycinnamamide,C1=CC(=CC=C1/C=C/C(=O)NCCCCN=C(N)N)O
Choloyl-CoA,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C
retinyl ester,CC1CCCC(C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)(C)C
heparan sulfate alpha-D-glucosaminide,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@@H]([C@H]([C@@H](O[C@H]2C(=O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NS(=O)(=O)O)O)COS(=O)(=O)O)OS(=O)(=O)O)O)N)O)O)O
heparan sulfate N-acetyl-alpha-D-glucosaminide,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H](O[C@H]2C(=O)[O-])O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NS(=O)(=O)[O-])O)COS(=O)(=O)[O-])OS(=O)(=O)[O-])O)CO)O)O
acetyl-maltose,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O
L-2-acetamido-6-oxoheptanedioate,CC(=O)N[C@@H](CCCC(=O)C(=O)[O-])C(=O)[O-]
sinapoyl-(S)-malate,COC1=CC(=CC(=C1OC(=O)[C@H](CC(=O)[O-])O)OC)/C=C/C(=O)[O-]
(E)-2-methylcrotonoyl-CoA,C/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
13-hydroxylupanine,C1CC2C3CC(CN2C(=O)C1)C4CC(CCN4C3)O
Tetradecanoyl-CoA,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
"5-formyl-5,6,7,8-tetrahydromethanopterin",C[C@H]1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=O)[C@@H](C)NC3=CC=C(C=C3)C[C@@H]([C@@H]([C@@H](CO[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)O)O)O)O)O
N(6)-acetyl-N(6)-hydroxy-L-lysine,CC(=O)N(CCCC[C@@H](C(=O)O)N)O
1-O-sinapoyl beta-D-glucoside,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
"1,2-bis-O-sinapoyl beta-D-glucoside",COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)/C=C/C3=CC(=C(C(=C3)OC)O)OC)CO)O)O
vindoline,CC[C@@]12C=CCN3[C@@H]1[C@]4(CC3)[C@H]([C@]([C@@H]2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C
N(2)-succinyl-L-arginine,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN=C(N)N
Feruloyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O
flavonol 3-O-beta-D-glucoside,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
flavonol 3-O-(6-O-malonyl-beta-D-glucoside),C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O
N-succinyl-L-2-amino-6-oxoheptanedioate,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CC(=O)C(=O)O
"alpha,alpha'-trehalose 6-mycolate",CCCCCCCCCCCCCCC(C(CCCCCCC/C=C/CCCCCC)O)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O
"alpha,alpha'-trehalose",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O
"alpha,alpha'-trehalose 6,6'-bismycolate",CCCCCCCCCCCCCCC(C(=O)OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)COC(=O)C(C(O)CCCCCCC/C=C/CCCCCC)CCCCCCCCCCCCCC)C(O)CCCCCCC/C=C/CCCCCC
Octanoyl-CoA,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Caffeoyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)O)O
rosmarinate,C1=CC(=C(C=C1C[C@@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
N-benzoylanthranilate,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)[O-]
7-O-acetylsalutaridinol,CC(=O)O[C@H]1C=C2[C@H]3CC4=C([C@@]2(CCN3C)C=C1OC)C(=C(C=C4)OC)O
"2,3',4,6-tetrahydroxybenzophenone",C1=CC(=CC(=C1)O)C(=O)C2=C(C=C(C=C2O)O)O
Myristoyl-CoA,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
3-oxopalmitoyl-CoA,CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
phlorisovalerophenone,CC(C)CC(=O)C1=C(C=C(C=C1O)O)O
phlorisobutyrophenone,CC(C)C(=O)C1=C(C=C(C=C1O)O)O
"1,3-dihydroxy-N-methylacridone",CN1C2=CC=CC=C2C(=O)C3=C1C=C(C=C3O)O
"taxa-4(20),11-dien-5-alpha-yl acetate",CC1=C2CC[C@@]3(CC[C@@H](C(=C)[C@H]3C[C@@H](C2(C)C)CC1)OC(=O)C)C
10-deacetyl-2-debenzoylbaccatin III,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)O)(CO4)OC(=O)C)O)C)O
baccatin III,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)C
pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O
3-oxoadipyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O)O
"3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholanoyl-CoA",C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C
"3-alpha,7-alpha,12-alpha-trihydroxy-24-oxo-5-beta-cholestanoyl-CoA",CC(CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CC[C@@H]5C4([C@H](C[C@H]6C5[C@@H](C[C@H]7C6(CC[C@H](C7)O)C)O)O)C
"N(4)-acetyl-L-2,4-diaminobutanoate",CC(=O)NCC[C@@H](C(=O)[O-])[NH3+]
(2R)-2-hydroxy-2-methylbutanedioate,C[C@@](CC(=O)[O-])(C(=O)[O-])O
16-hydroxypalmitate,C(CCCCCCCC(=O)[O-])CCCCCCCO
16-feruloyloxypalmitate,COC1=C(C=CC(=C1)/C=C/C(=O)OCCCCCCCCCCCCCCCC(=O)[O-])O
Desacetylmycothiol,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)NC(=O)[C@H](CS)N)O)O)O
phenylacetylglycine,C1=CC=C(C=C1)CC(=O)NCC(=O)O
(3Z)-hex-3-en-1-yl acetate,CC/C=C\CCOC(=O)C
benzyl benzoate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose",C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)N)O
"dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose",C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)NC(=O)C)O
fumigaclavine A,C[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)[C@H]2[C@H]1OC(=O)C)C
hexanoyl-CoA,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
4-hydroxycoumarin,C1=CC=C2C(=C1)C(=CC(=O)O2)O
"dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose",C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)NC(=O)C
"dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose",C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)NC(=O)C
salvianin,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)O)OC(=O)CC(=O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O
"5,7-dihydroxy-2-methyl-4H-chromen-4-one",CC1=CC(=O)C2=C(C=C(C=C2O1)O)O
feruloylacetyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O
demethoxycurcumin,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC=C(C=C2)O)O
norsolorinate anthrone,CCCCCC(=O)C1=C(C=C2CC3=C(C(=CC(=C3)O)[O-])C(=O)C2=C1[O-])O
propanoyl phosphate,CCC(=O)OP(=O)(O)O
"2,3-didehydroadipyl-CoA",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/CCC(=O)O)O
"3-oxo-5,6-didehydrosuberyl-CoA",CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)C/C=C\CC(=O)[O-])O
"GDP-4-amino-4,6-dideoxy-alpha-D-mannose",C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)N
"GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose",C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)NC(=O)C
N-isovaleryl-L-homoserine lactone,CC(C)CC(=O)N[C@H]1CCOC1=O
S-methyl-5-thioadenosine,CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O
N-(4-coumaroyl)-L-homoserine lactone,C1COC(=O)[C@H]1NC(=O)/C=C/C2=CC=C(C=C2)O
2-aminobenzoylacetate,C1=CC=C(C(=C1)C(=O)CC(=O)O)N
Anthraniloyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4N)O
Monacolin J acid,C[C@@H]1C[C@@H]([C@@H]2[C@H]([C@H](C=CC2=C1)C)CC[C@H](C[C@H](CC(=O)O)O)O)O
lovastatin acid,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C
10-deoxymethynolide,CC[C@@H]1[C@@H](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)O1)C)O)C)C)C
narbonolide,CC[C@@H]1[C@@H](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O)C)C)C
Glycerone phosphate,C(C(=O)COP(=O)(O)O)O
"3-hydroxy-2,4-dioxopentyl phosphate",CC(=O)C(C(=O)COP(=O)([O-])[O-])O
"N(1),N(8)-bis(sinapoyl)-spermidine",COC1=CC(=CC(=C1O)OC)/C=C/C(=O)NCCCCNCCCNC(=O)/C=C/C2=CC(=C(C(=C2)OC)O)OC
hepta-acyl lipid A,CCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)C[C@@H](CCCCCCCCCCC)O
lipid IV(A),CCCCCCCCCCC[C@H](CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)O)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OP(=O)(O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)NC(=O)C[C@@H](CCCCCCCCCCC)O)O)OC(=O)C[C@@H](CCCCCCCCCCC)O)O
alpha-D-galactosamine 1-phosphate,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)N)O)O)O
(aminomethyl)phosphonate,C(N)P(=O)(O)O
(acetamidomethyl)phosphonate,CC(=O)NCP(=O)(O)[O-]
"2'-palmitoyl/stearoyl-2-O-sulfo-alpha,alpha-trehalose",CCC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)OS(=O)(=O)O)CO)O)O
"3'-(hydroxy)phthioceranyl-2'-palmitoyl(stearoyl)-2-O-sulfo-alpha,alpha-trehalose",CCC[C@H]([C@H](C)C[C@H](C)C(=O)O[C@H]1[C@@H]([C@H](O[C@@H]([C@@H]1OC(=O)CC)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)OS(=O)(=O)O)CO)O)O
