index,EC,reaction,smiles,fully_covered
7364,5.4.4.1,(hydroxyamino)benzene = 2-aminophenol,C1=CC=C(C=C1)NO = C1=CC=C(C(=C1)N)O,1
7365,5.4.4.2,chorismate = isochorismate,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O = C=C(C(=O)O)O[C@H]1C=CC=C([C@@H]1O)C(=O)O,1
7366,5.4.4.3,3-hydroxyaminophenol = aminohydroquinone,C1=CC(=CC(=C1)O)NO = C1=CC(=C(C=C1O)N)O,1
7367,5.4.4.4,geraniol = (3S)-linalool ,CC(=CCC/C(=C/CO)/C)C = CC(=CCC[C@@](C)(C=C)O)C,1
7368,5.4.4.5,"(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate =  (5S,8R,9Z,12Z)-5,8-dihydroxyoctadeca-9,12-dienoate ",CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)O)OO = CCCCC/C=C\C/C=C\[C@@H](CC[C@H](CCCC(=O)[O-])O)O,1
7369,5.4.4.6,"(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate =  (7S,8S,9Z,12Z)-7,8-dihydroxyoctadeca-9,12-dienoate ",CCCCC/C=C\C/C=C\[C@@H](CCCCCCC(=O)O)OO = CCCCC/C=C\C/C=C\[C@@H]([C@H](CCCCCC(=O)O)O)O,1
7371,5.4.4.8,(RS)-linalool = geraniol ,CC(=CCCC(C)(C=C)O)C = CC(=CCC/C(=C/CO)/C)C,1
7372,5.4.99.1,L-threo-3-methylaspartate = L-glutamate,C[C@@H]([C@@H](C(=O)O)N)C(=O)O = C(CC(=O)O)[C@@H](C(=O)O)N,1
7373,5.4.99.11,Sucrose = 6-O-alpha-D-glucopyranosyl-D-fructofuranose,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O = C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H](C(O2)(CO)O)O)O)O)O)O)O,1
7375,5.4.99.13,2-methylpropanoyl-CoA = butanoyl-CoA,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O = CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1
7376,5.4.99.14,"4-Carboxymethyl-4-methylbut-2-en-1,4-olide =  4-carboxymethyl-3-methylbut-2-en-1,4-olide",CC1(C=CC(=O)O1)CC(=O)O = CC1=CC(=O)OC1CC(=O)O,1
7378,5.4.99.16,"maltose = alpha,alpha-trehalose",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O = C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,1
7379,5.4.99.17,squalene = hop-22(29)-ene,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C = CC(=C)[C@H]1CC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C,1
7380,5.4.99.17,squalene + H2O = hopan-22-ol ,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C + O = C[C@]12CC[C@@H]([C@@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C(C)(C)O,1
7381,5.4.99.18,5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole =  5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,C1=C(N(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)NC(=O)O = C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)O,1
7383,5.4.99.2,(R)-methylmalonyl-CoA = succinyl-CoA,C[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O = CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O,1
7394,5.4.99.3,2-acetolactate = 3-hydroxy-3-methyl-2-oxobutanoate ,CC(=O)C(C)(C(=O)O)O = CC(C)(C(=O)C(=O)[O-])O,1
7395,5.4.99.30,UDP-beta-L-arabinofuranose = UDP-beta-L-arabinopyranose,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H](O3)CO)O)O)O)O = C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)O,1
7396,5.4.99.31,"(3S)-2,3-epoxy-2,3-dihydrosqualene = thalianol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@H](CC/C=C(\C)/CCC=C(C)C)[C@]1(CCC2=C1CC[C@@H]3[C@@]2(CC[C@@H](C3(C)C)O)C)C,1
7397,5.4.99.32,"(3S)-2,3-epoxy-2,3-dihydrosqualene =  (17Z)-protosta-17(20),24-dien-3beta-ol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = CC(=CCC/C(=C\1/CC[C@]2([C@H]1CC[C@@H]3[C@@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)/C)C,1
7398,5.4.99.33,"(3S)-2,3-epoxy-2,3-dihydrosqualene = cucurbitadienol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@@]3([C@H]2CC=C4[C@H]3CC[C@@H](C4(C)C)O)C)C)C,1
7399,5.4.99.34,"(3S)-2,3-epoxy-2,3-dihydrosqualene = germanicol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@]12CC[C@@]3([C@@H](C1=CC(CC2)(C)C)CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C,1
7400,5.4.99.35,"(3S)-2,3-epoxy-2,3-dihydrosqualene = taraxerol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@]12CCC(C[C@H]1[C@@]3(CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4(C3=CC2)C)(C)C)O)C)C)(C)C,1
7401,5.4.99.36,"(3S)-2,3-epoxy-2,3-dihydrosqualene = isomultiflorenol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@]12CC[C@@]3(C4=C(CC[C@]3([C@@H]1CC(CC2)(C)C)C)[C@]5(CC[C@@H](C([C@@H]5CC4)(C)C)O)C)C,1
7402,5.4.99.37,"squalene = dammara-20,24-diene ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C = CC(=CCCC(=C)[C@H]1CC[C@@]2([C@@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CCCC4(C)C)C)C)C)C,1
7403,5.4.99.38,"(3S)-2,3-epoxy-2,3-dihydrosqualene = camelliol C ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = CC1=CC[C@@H](C([C@@H]1CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)/C)(C)C)O,1
7404,5.4.99.39,"(3S)-2,3-epoxy-2,3-dihydrosqualene = beta-amyrin",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C,1
7405,5.4.99.4,2-Methyleneglutarate = 2-methylene-3-methylsuccinate,C=C(CCC(=O)[O-])C(=O)[O-] = CC(C(=C)C(=O)O)C(=O)O,1
7406,5.4.99.40,"(3S)-2,3-epoxy-2,3-dihydrosqualene = alpha-amyrin ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C,1
7407,5.4.99.41,"(3S)-2,3-epoxy-2,3-dihydrosqualene = lupeol",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,1
7412,5.4.99.46,"(3S)-2,3-epoxy-2,3-dihydrosqualene = shionone ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@](C4)(C)CCC=C(C)C)C)C)C)C,1
7413,5.4.99.47,"(3S)-2,3-epoxy-2,3-dihydrosqualene = parkeol",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC=C3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,1
7414,5.4.99.48,"(3S)-2,3-epoxy-2,3-dihydrosqualene = achilleol B ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = CC1=C([C@@H]2CC(CC[C@@]2(CC1)C)(C)C)CC/C=C(\C)/CC[C@@H]3C(=C)CC[C@@H](C3(C)C)O,1
7415,5.4.99.49,"(3S)-2,3-epoxy-2,3-dihydrosqualene = glutinol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@]12CC[C@@]3([C@H]4CC=C5[C@H]([C@@]4(CC[C@]3([C@@H]1CC(CC2)(C)C)C)C)CC[C@@H](C5(C)C)O)C,1
7416,5.4.99.5,Chorismate = prephenate,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1O)C(=O)O = C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O,1
7417,5.4.99.50,"(3S)-2,3-epoxy-2,3-dihydrosqualene = friedelin",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@H]1C(=O)CC[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)C,1
7418,5.4.99.51,"(3S)-2,3-epoxy-2,3-dihydrosqualene = baccharis oxide ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = CC(=CCC[C@@]1(CC[C@@]2([C@H]3CC[C@@H]4[C@@]5([C@@]3(CC[C@]2(C1)C)C)CC[C@@H](C4(C)C)O5)C)C)C,1
7419,5.4.99.52,"(3S)-2,3-epoxy-2,3-dihydrosqualene = alpha-seco-amyrin ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@H]1CC[C@@]2(CCC(=C([C@@H]2[C@H]1C)CC[C@H]3C(=CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)C,1
7420,5.4.99.53,"(3S)-2,3-epoxy-2,3-dihydrosqualene = marneral ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@H]1CCC(=C(C)C)[C@H]([C@]1(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCC=O,1
7421,5.4.99.54,"(3S)-2,3-epoxy-2,3-dihydrosqualene = beta-seco-amyrin ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = CC1=C([C@@H]2CC(CC[C@@]2(CC1)C)(C)C)CC[C@H]3C(=CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C,1
7422,5.4.99.55,"(3S)-2,3-epoxy-2,3-dihydrosqualene = delta-amyrin ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@]12CC[C@@]3(C(=C1CC(CC2)(C)C)CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C,1
7423,5.4.99.56,"(3S)-2,3-epoxy-2,3-dihydrosqualene = tirucalla-7,24-dien-3beta-ol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@@H](CCC=C(C)C)[C@@H]1CC[C@]2([C@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,1
7424,5.4.99.57,"(3S)-2,3-epoxy-2,3-dihydrosqualene = baruol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = CC(=CCC[C@@]1(CC[C@@]2([C@H]3CC=C4[C@H]([C@@]3(CC[C@]2(C1)C)C)CC[C@@H](C4(C)C)O)C)C)C,1
7425,5.4.99.58,L-lysine = (3R)-3-methyl-D-ornithine ,C(CCN)C[C@@H](C(=O)O)N = C[C@H](CCN)[C@H](C(=O)O)N,1
7426,5.4.99.59,dTDP-alpha-D-fucopyranose = dTDP-alpha-D-fucofuranose ,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O = CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H](O3)[C@@H](C)O)O)O)O,1
7427,5.4.99.60,cobalt-precorrin-8 = cobyrinate ,CC1C2=N[C@@](CC3=C([C@](C(=N3)/C(=C\4/[C@H]([C@]([C@@]([N-]4)([C@H]5[C@@H]([C@@](C1=N5)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)/C)(C)CC(=O)O)CCC(=O)O)(C(=C2CCC(=O)O)C)C.[Co] = C/C/1=C/2\[C@@]([C@@H](C(=N2)/C=C\3/C([C@@H](C(=N3)/C(=C\4/[C@]([C@H]([C@@H]([N-]4)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)O)(C)CC(=O)O)C)CC(=O)O)(C)CCC(=O)O)/C)CCC(=O)O)(C)C)CCC(=O)O)(C)CC(=O)O.[Co+3],1
7428,5.4.99.61,Precorrin-8X = hydrogenobyrinate ,CC1C2=N[C@@](CC3=N/C(=C(\C4=N[C@@]([C@H]5[C@@H]([C@@](C1=N5)(C)CCC(=O)O)CC(=O)O)([C@@]([C@@H]4CCC(=O)O)(C)CC(=O)O)C)/C)/[C@@]([C@@H]3CCC(=O)O)(C)CC(=O)O)(C(=C2CCC(=O)O)C)C = C/C/1=C/2\[C@@]([C@@H](/C(=C/C3=N/C(=C(\C4=N[C@H]([C@@H]([C@@]4(C)CCC(=O)O)CC(=O)O)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)O)(C)CC(=O)O)C)/C)/[C@H](C3(C)C)CCC(=O)O)/N2)CCC(=O)O)(C)CC(=O)O,1
7429,5.4.99.62,beta-D-ribopyranose = beta-D-ribofuranose ,C1[C@H]([C@H]([C@H]([C@@H](O1)O)O)O)O = C([C@@H]1[C@H]([C@H]([C@@H](O1)O)O)O)O,1
7430,5.4.99.63,(2R)-ethylmalonyl-CoA = (2S)-methylsuccinyl-CoA ,CC[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O = C[C@@H](CC(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1
7431,5.4.99.64,2-hydroxy-2-methylpropanoyl-CoA = (S)-3-hydroxybutanoyl-CoA ,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C(C)(C)O)O = C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O,1
7432,5.4.99.65,"(3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene =  pre-alpha-onocerin ",C/C(=C\CC/C=C(/CC/C=C(/CC[C@@H]1OC1(C)C)\C)\C)/CC/C=C(/CC[C@@H]2OC2(C)C)\C = C/C(=C\CC[C@H]1C(=C)CC[C@@H]2[C@@]1(CC[C@@H](C2(C)C)O)C)/CC/C=C(\C)/CC[C@H]3C(O3)(C)C,1
7433,5.4.99.66,pre-alpha-onocerin = alpha-onocerin ,C/C(=C\CC[C@H]1C(=C)CC[C@@H]2[C@@]1(CC[C@@H](C2(C)C)O)C)/CC/C=C(\C)/CC[C@H]3C(O3)(C)C = C[C@]12CC[C@@H](C([C@@H]1CCC(=C)[C@@H]2CC[C@H]3C(=C)CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)(C)C)O,1
7434,5.4.99.67,4-amino-4-deoxychorismate = 4-amino-4-deoxyprephenate ,C=C(C(=O)O)O[C@@H]1C=C(C=C[C@H]1N)C(=O)O = C1=CC(C=CC1[NH3+])(CC(=O)C(=O)[O-])C(=O)[O-],1
7435,5.4.99.7,"(3S)-2,3-epoxy-2,3-dihydrosqualene = lanosterol",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C,1
7436,5.4.99.8,"(3S)-2,3-epoxy-2,3-dihydrosqualene = cycloartenol ",CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C = C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)O)C)C,1
7437,5.4.99.9,UDP-alpha-D-galactopyranose = UDP-alpha-D-galactofuranose,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O = C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H](O3)[C@@H](CO)O)O)O)O)O,1
7438,5.5.1.1,"(+)-muconolactone = cis,cis-muconate",C1=CC(=O)O[C@H]1CC(=O)O = C(=C\C(=O)[O-])\C=C/C(=O)[O-],1
7439,5.5.1.10,"alpha-pinene oxide = (Z)-2-methyl-5-isopropylhexa-2,5-dienal",CC1(C2CC1C3(C(C2)O3)C)C = CC(C)C(=C)C/C=C(/C)\C=O,1
7440,5.5.1.11,"2,4-dichloro-2,5-dihydro-5-oxofuran-2-acetate =  2,4-dichloro-cis,cis-muconate ",C1=C(C(=O)OC1(CC(=O)O)Cl)Cl = C(=C(\C=C(/C(=O)O)\Cl)/Cl)\C(=O)O,1
7441,5.5.1.12,geranylgeranyl diphosphate = (+)-copalyl diphosphate ,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = C/C(=C\COP(=O)(O)OP(=O)(O)O)/CC[C@H]1C(=C)CC[C@@H]2[C@@]1(CCCC2(C)C)C,1
7442,5.5.1.13,geranylgeranyl diphosphate = ent-copalyl diphosphate,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = C/C(=C\COP(=O)(O)OP(=O)(O)O)/CC[C@@H]1C(=C)CC[C@H]2[C@]1(CCCC2(C)C)C,1
7443,5.5.1.14,geranylgeranyl diphosphate = 9alpha-copalyl diphosphate,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/CC[C@@H]1C(=C)CC[C@@H]2[C@@]1(CCCC2(C)C)C,1
7444,5.5.1.15,geranylgeranyl diphosphate = terpentedienyl diphosphate ,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = C[C@@H]1CC[C@]2([C@H]([C@]1(C)CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)CCC=C2C)C,1
7445,5.5.1.16,geranylgeranyl diphosphate = tuberculosinyl diphosphate ,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = C[C@H]1CC=C2[C@H]([C@]1(C)CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)CCCC2(C)C,1
7446,5.5.1.17,(S)-beta-bisabolene = (S)-beta-macrocarpene ,CC1=CC[C@H](CC1)C(=C)CCC=C(C)C = CC1=CC[C@H](CC1)C2=CCCC(C2)(C)C,1
7449,5.5.1.2,"cis,cis-butadiene-1,2,4-tricarboxylate =  2-carboxy-2,5-dihydro-5-oxofuran-2-acetate",C(=C\C(=O)O)\C(=C/C(=O)O)\C(=O)O = C1=CC(OC1=O)(CC(=O)O)C(=O)O,1
7450,5.5.1.20,prosolanapyrone III = (-)-solanapyrone A ,C/C=C/C=C/CCCC/C=C/C1=CC(=C(C(=O)O1)C=O)OC = C[C@H]1C=C[C@H]2CCCC[C@H]2[C@@H]1C3=CC(=C(C(=O)O3)C=O)OC,1
7451,5.5.1.22,geranyl diphosphate = (-)-bornyl diphosphate ,CC(=CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)C = C[C@]12CC[C@H](C1(C)C)C[C@H]2OP(=O)(O)OP(=O)(O)O,1
7452,5.5.1.23,aklaviketone = methyl aklanonate ,CC[C@]1(CC(=O)C2=C(C3=C(C=C2[C@H]1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)O = CCC(=O)CC(=O)C1=C(C2=C(C=C1CC(=O)OC)C(=O)C3=C(C2=O)C(=CC=C3)O)O,1
7453,5.5.1.24,"delta-tocopherol = 2-methyl-6-phytylbenzene-1,4-diol",CC1=CC(=CC2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O = CC1=CC(=CC(=C1O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O,1
7454,5.5.1.24,"gamma-tocopherol = 2,3-dimethyl-6-phytylbenzene-1,4-diol",CC1=C(C=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O = CC1=C(C=C(C(=C1C)O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O,1
7455,5.5.1.24,"delta-tocotrienol = 6-geranylgeranyl-2-methylbenzene-1,4-diol",CC1=CC(=CC2=C1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O = CC1=CC(=CC(=C1O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,1
7456,5.5.1.24,"gamma-tocotrienol = 6-geranylgeranyl-2,3-dimethylbenzene-1,4-diol ",CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O = CC1=C(C=C(C(=C1C)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,1
7457,5.5.1.25,"3,6-anhydro-L-galactonate = 2-dehydro-3-deoxy-L-galactonate ",C1[C@@H]([C@H]([C@@H](O1)[C@@H](C(=O)[O-])O)O)O = C([C@@H]([C@H](CO)O)O)C(=O)C(=O)[O-],1
7458,5.5.1.26,nogalaviketone = methyl nogalonate,CC1=C(C2=C(C(=O)C1)C(=C3C(=C2)C(=O)C4=C(C3=O)C(=CC=C4)O)O)C(=O)OC = CC(=O)CC(=O)C1=C(C2=C(C=C1CC(=O)OC)C(=O)C3=C(C2=O)C(=CC=C3)O)O,1
7459,5.5.1.27,"D-galactaro-1,4-lactone = 5-dehydro-4-deoxy-D-glucarate",[C@H]1([C@H](C(=O)O[C@H]1[C@@H](C(=O)O)O)O)O = C([C@@H]([C@H](C(=O)O)O)O)C(=O)C(=O)O,1
7460,5.5.1.27,"D-glucaro-1,4-lactone = 5-dehydro-4-deoxy-D-glucarate ",[C@H]1([C@H](C(=O)O[C@@H]1[C@@H](C(=O)O)O)O)O = C([C@@H]([C@H](C(=O)O)O)O)C(=O)C(=O)O,1
7461,5.5.1.28,geranylgeranyl diphosphate = (-)-kolavenyl diphosphate ,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C = C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)CCC=C2C)C,1
