protein,EC
A0NLY7,3.5.2.20
A0P0F0,3.5.2.20
Q8XYC3,3.5.2.20
A0A509AX79,3.5.2.3
O66990,3.5.2.3
A6T7D6,3.5.2.3
P72170,3.5.2.3
Q81WF0,3.5.2.3
P65907,3.5.2.3
H9D0Z2,3.5.2.3
Q8ZFU4,3.5.2.3
Q9KL24,3.5.2.3
B5L363,3.5.2.5
P77671,3.5.2.5
Q171F8,3.5.2.5
Q6S4R9,3.5.2.5
I1MEH3,3.5.2.5
I1M259,3.5.2.5
A0A140NCJ5,3.5.2.5
Q65LN0,3.5.2.5
L0CR34,3.5.2.5
B9FDB8,3.5.2.5
Q94AP0,3.5.2.5
Q6JE29,3.5.2.6
B3FIE3,3.5.2.6
Q1W755,3.5.2.6
Q0ZA00,3.5.2.6
A8RR46,3.5.2.6
Q1W758,3.5.2.6
Q1W756,3.5.2.6
Q09HD0,3.5.2.6
Q3HLW6,3.5.2.6
Q0VJU2,3.5.2.6
Q01166,3.5.2.6
Q9F629,3.5.2.6
Q7BHJ5,3.5.2.6
Q27JM4,3.5.2.6
Q6QJ55,3.5.2.6
Q50H31,3.5.2.6
Q840P9,3.5.2.6
Q79MP6,3.5.2.6
Q53CM3,3.5.2.6
Q7AYX1,3.5.2.6
Q7DH52,3.5.2.6
Q8GCU7,3.5.2.6
Q4TVR4,3.5.2.6
A5LH21,3.5.2.6
P26918,3.5.2.6
P13661,3.5.2.6
Q59401,3.5.2.6
Q9XAY4,3.5.2.6
A3RIY0,3.5.2.6
A1EGT8,3.5.2.6
P52700,3.5.2.6
O31272,3.5.2.6
P28585,3.5.2.6
Q2HY42,3.5.2.6
C1J897,3.5.2.6
C1J899,3.5.2.6
C1J8A0,3.5.2.6
P62593,3.5.2.6
B8R6A5,3.5.2.6
P00811,3.5.2.6
A8R403,3.5.2.6
Q6D395,3.5.2.6
Q1KY81,3.5.2.6
Q9RBQ1,3.5.2.6
B1NLE9,3.5.2.6
Q6XEC0,3.5.2.6
P94458,3.5.2.6
B5KLI1,3.5.2.6
B2BSN6,3.5.2.6
Q670S6,3.5.2.6
P00808,3.5.2.6
P16897,3.5.2.6
Q59517,3.5.2.6
P52699,3.5.2.6
P85302,3.5.2.6
P05364,3.5.2.6
P14489,3.5.2.6
P04190,3.5.2.6
Q8RLA6,3.5.2.6
Q6LBN9,3.5.2.6
P0A3M1,3.5.2.6
E7BCS7,3.5.2.6
Q970L2,3.5.2.6
Q7WYA8,3.5.2.6
Q8KQ59,3.5.2.6
G9M9P7,3.5.2.6
Q5U807,3.5.2.6
Q9RMI1,3.5.2.6
Q8KRJ3,3.5.2.6
I6S7G0,3.5.2.6
P25910,3.5.2.6
E9RIT0,3.5.2.6
B1MM83,3.5.2.6
B6EPH0,3.5.2.6
C7C422,3.5.2.6
F2YZ26,3.5.2.6
I3VKD5,3.5.2.6
H6WZS9,3.5.2.6
A0A0F6N6D4,3.5.2.6
H6WET3,3.5.2.6
J7I0S9,3.5.2.6
M1VE66,3.5.2.6
T2A6Y2,3.5.2.6
S5ZIP8,3.5.2.6
A0A024FRL9,3.5.2.6
J9XTR7,3.5.2.6
E6Y3G9,3.5.2.6
G3GCC6,3.5.2.6
Q51578,3.5.2.6
Q7BEB3,3.5.2.6
Q93F76,3.5.2.6
A0EL75,3.5.2.6
Q9KVZ2,3.5.2.6
A0A0G2RKR9,3.5.2.6
Q9EXV5,3.5.2.6
Q0GA57,3.5.2.6
Q840M4,3.5.2.6
Q48434,3.5.2.6
Q2PUH3,3.5.2.6
Q53TY8,3.5.2.6
Q93LQ9,3.5.2.6
Q4LDF1,3.5.2.6
A0R0P0,3.5.2.6
A3RLA9,3.5.2.6
H6UZZ2,3.5.2.6
I3QHT7,3.5.2.6
H6UZZ8,3.5.2.6
A0A173MZL7,3.5.2.6
K0GES5,3.5.2.6
I3QHT4,3.5.2.6
K0GET7,3.5.2.6
K0GG60,3.5.2.6
X2EXH4,3.5.2.6
K0GEV1,3.5.2.6
K0GEV3,3.5.2.6
K0GG70,3.5.2.6
Q8KP20,3.5.2.6
X2EXI6,3.5.2.6
X2EXI1,3.5.2.6
X2EXI0,3.5.2.6
Q9F918,3.5.2.6
Q6SJ61,3.5.2.6
D2D9A0,3.5.2.6
Q9L5C7,3.5.2.6
Q9FIZ7,3.5.2.9
P28273,3.5.2.9
Q75WB5,3.5.2.9
P97608,3.5.2.9
O14841,3.5.2.9
Q97XP4,3.5.2.9
Q4JBP4,3.5.2.9
Q9HVR0,3.5.2.9
I1S0H5,3.5.2.9
I1RLT3,3.5.2.9
Q7WY77,3.5.2.9
Q4VK78,3.5.3.1
O08701,3.5.3.1
P05089,3.5.3.1
P78540,3.5.3.1
Q6TA39,3.5.3.1
P07824,3.5.3.1
Q61176,3.5.3.1
Q8I384,3.5.3.1
Q6WVP6,3.5.3.1
O25949,3.5.3.1
A0A0D5ZYA4,3.5.3.1
Q6TUJ5,3.5.3.1
O96394,3.5.3.1
U6BQJ3,3.5.3.1
A4IJM8,3.5.3.1
I7KJN7,3.5.3.1
A0A145YEM9,3.5.3.1
C4LSS0,3.5.3.1
A0A0M4MCX5,3.5.3.1
A0A1P8DAM2,3.5.3.1
A0A060YSI8,3.5.3.1
A0A1P8DAN3,3.5.3.1
A0A1S3NED8,3.5.3.1
B5XDG2,3.5.3.1
A0A1S3R1W2,3.5.3.1
C0H9C1,3.5.3.1
Q9BSE5,3.5.3.11
W5PHZ9,3.5.3.11
Q8YUM9,3.5.3.11
D4GWG4,3.5.3.11
Q1K7T0,3.5.3.11
A0A146AXJ2,3.5.3.11
Q9I6J9,3.5.3.12
Q5KR05,3.5.3.12
A0A0H2Z8C6,3.5.3.12
A0A0H2Z743,3.5.3.12
Q9ZN18,3.5.3.12
S0F349,3.5.3.12
A0A0H3G8U9,3.5.3.12
Q0P9V0,3.5.3.12
Q9HU77,3.5.3.13
O88806,3.5.3.15
P20717,3.5.3.15
P70708,3.5.3.15
O88807,3.5.3.15
Q6TGC4,3.5.3.15
Q9Z183,3.5.3.15
Q8K3V4,3.5.3.15
F1NP39,3.5.3.15
E1C0W6,3.5.3.15
S6BNL5,3.5.3.15
Q9RQJ2,3.5.3.15
Q9I6K2,3.5.3.17
Q6MG60,3.5.3.18
Q99LD8,3.5.3.18
Q9CWS0,3.5.3.18
O08557,3.5.3.18
O94760,3.5.3.18
O95865,3.5.3.18
Q3SX44,3.5.3.18
P56965,3.5.3.18
Q9I4E3,3.5.3.18
B5GLC8,3.5.3.22
P0DJQ3,3.5.3.22
D2Z025,3.5.3.25
P75713,3.5.3.26
Q8GXV5,3.5.3.26
A0A089FQH5,3.5.3.3
P77425,3.5.3.4
Q54VL5,3.5.3.4
A7LKB0,3.5.3.6
Q27657,3.5.3.6
Q2HYA0,3.5.3.6
P23793,3.5.3.6
Q8EVF6,3.5.3.6
C1DD78,3.5.3.6
A0A3G2YMH7,3.5.3.6
C1DD83,3.5.3.6
W8R465,3.5.3.7
Q9HU77,3.5.3.8
Q4DSA0,3.5.3.8
A6YS26,3.5.3.9
P77425,3.5.3.9
Q6Q8Q1,3.5.4.1
P51908,3.5.4.1
Q99J72,3.5.4.1
O27089,3.5.4.10
P31335,3.5.4.10
Q95QQ4,3.5.4.10
A0A133Q8U5,3.5.4.10
O28464,3.5.4.10
H6WFU3,3.5.4.12
Q8DSE5,3.5.4.12
G4V9Y6,3.5.4.12
Q5JN09,3.5.4.12
P9WP17,3.5.4.13
Q9KFV3,3.5.4.13
P30793,3.5.4.16
Q5F9K6,3.5.4.16
P22288,3.5.4.16
P0A6T5,3.5.4.16
Q5SH52,3.5.4.16
P48596,3.5.4.16
E4NKN2,3.5.4.16
D8FT24,3.5.4.16
O97071,3.5.4.16
O82768,3.5.4.19
L8BT48,3.5.4.2
O88011,3.5.4.25
Q9EWJ8,3.5.4.25
Q9KYI5,3.5.4.25
A6MYZ0,3.5.4.25
D6RUS9,3.5.4.25
P0A7I7,3.5.4.25
Q8RS38,3.5.4.25
Q6IQV5,3.5.4.25
P17618,3.5.4.26
P25539,3.5.4.26
D0CB74,3.5.4.26
Q9RPW8,3.5.4.27
Q9RPW2,3.5.4.27
A5JHE4,3.5.4.27
D1JGU3,3.5.4.27
D3E4S5,3.5.4.27
Q57609,3.5.4.29
Q9Y2T3,3.5.4.3
O34598,3.5.4.3
Q82Y41,3.5.4.3
P76641,3.5.4.3
Q07729,3.5.4.3
Q9KFV3,3.5.4.30
Q9HZ64,3.5.4.31
Q9I6Z0,3.5.4.32
Q9S7I0,3.5.4.33
A9CK16,3.5.4.33
Q9URQ3,3.5.4.33
Q99W51,3.5.4.33
Q9V3R6,3.5.4.34
Q8TWU6,3.5.4.35
P41238,3.5.4.36
P51908,3.5.4.36
P41238,3.5.4.37
P78563,3.5.4.37
Q9NII1,3.5.4.37
A0A3G1FKL8,3.5.4.37
P31941,3.5.4.38
Q9UH17,3.5.4.38
Q9NRW3,3.5.4.38
Q9GZX7,3.5.4.38
Q96AK3,3.5.4.38
Q6NTF7,3.5.4.38
Q9WVE0,3.5.4.38
A0A4Y5QRZ7,3.5.4.38
Q9RW45,3.5.4.40
Q82K09,3.5.4.40
A6Q234,3.5.4.40
O52063,3.5.4.42
Q0RQP4,3.5.4.43
E3IYB4,3.5.4.43
A1RCX5,3.5.4.43
T1Z2L1,3.5.4.43
E1V7W1,3.5.4.44
Q9EYU0,3.5.4.45
Q72V44,3.5.4.46
C0IL37,3.5.4.5
P0ABF6,3.5.4.5
P56389,3.5.4.5
P32320,3.5.4.5
P9WPH3,3.5.4.5
P19079,3.5.4.5
A6TBN1,3.5.4.5
B5SYT7,3.5.4.6
O80452,3.5.4.6
A0A287DGA3,3.5.4.6
P11586,3.5.4.9
P09440,3.5.4.9
P07245,3.5.4.9
B8Y659,3.5.4.9
B8Y658,3.5.4.9
P13995,3.5.4.9
Q05213,3.5.4.9
Q4Q9F9,3.5.4.9
Q9I2U6,3.5.4.9
A3QYW3,3.5.5.1
A9QXE0,3.5.5.1
Q0PIV8,3.5.5.1
C5IIS9,3.5.5.1
A4LA85,3.5.5.1
P20960,3.5.5.1
Q5EG61,3.5.5.1
E1A0Z9,3.5.5.1
Q59329,3.5.5.1
Q19A54,3.5.5.1
B6Q5I3,3.5.5.1
Q1W2L4,3.5.5.1
B1GY01,3.5.5.1
S5M6X9,3.5.5.1
K9NKH3,3.5.5.1
A0A0E3D8K7,3.5.5.1
G5DDB2,3.5.5.1
B3GNT7,3.5.5.1
A0A140D8I8,3.5.5.1
R0H4W3,3.5.5.1
G7XTA8,3.5.5.1
A3DHT2,3.5.5.1
Q55949,3.5.5.1
R0GJB9,3.5.5.1
Q6RWE0,3.5.5.1
B9BCZ1,3.5.5.1
B8C1M9,3.5.5.1
B3LU11,3.5.5.1
A3LXL4,3.5.5.1
Q8PXI9,3.5.5.1
Q1I7X1,3.5.5.1
A8FQL4,3.5.5.1
A1ZD79,3.5.5.1
A6T0X3,3.5.5.1
B4EE44,3.5.5.1
A0A0H3LIT0,3.5.5.1
D2SGH7,3.5.5.1
D7B8P3,3.5.5.1
D6B7V7,3.5.5.1
W6R265,3.5.5.4
B0LAW4,3.5.5.5
A9QXE0,3.5.5.5
Q5EG61,3.5.5.5
A2R6M7,3.5.5.5
L7RY40,3.5.5.5
V5IPE4,3.5.5.5
A0A0P1DJE3,3.5.5.5
G7X8S6,3.5.5.5
K2QXC4,3.5.5.5
G9N4E3,3.5.5.5
Q4KCL8,3.5.5.7
Q03217,3.5.5.7
Q5EG61,3.5.5.7
Q55949,3.5.5.7
A0A0H3K0Y4,3.5.5.7
A2SEG6,3.5.5.7
E1A0Z9,3.5.5.7
Q500U1,3.5.5.7
Q59329,3.5.5.7
Q02068,3.5.5.7
A0A0E3D8K7,3.5.5.7
G5DDB2,3.5.5.7
A0A286S9Z8,3.5.5.7
A0A291PNG0,3.5.5.7
Q31PZ9,3.5.5.7
A4YWK0,3.5.5.7
I2BBF1,3.5.5.7
O66186,3.5.5.8
O66188,3.5.5.8
O66187,3.5.5.8
Q9I5C5,3.5.99.10
Q9HUA0,3.5.99.10
Q6F828,3.5.99.10
Q88BB5,3.5.99.10
Q880Z0,3.5.99.10
Q4KGW9,3.5.99.10
Q94JQ4,3.5.99.10
P0AF93,3.5.99.10
P81593,3.5.99.11
O25874,3.5.99.2
P25052,3.5.99.2
P0A759,3.5.99.6
P46926,3.5.99.6
Q8TDQ7,3.5.99.6
O35000,3.5.99.6
E1C878,3.5.99.6
I7C3V5,3.5.99.6
U5LV87,3.5.99.6
U5LXR4,3.5.99.6
A8YZR7,3.5.99.6
B8R7S3,3.5.99.7
B8R7T6,3.5.99.7
B8R7S2,3.5.99.7
B8R7S7,3.5.99.7
B2TBV3,3.5.99.7
B8R7T9,3.5.99.7
B4EJA6,3.5.99.7
B8R7S1,3.5.99.7
B8R7T7,3.5.99.7
D3U2Q8,3.5.99.7
B8R7R9,3.5.99.7
C3VP48,3.5.99.7
E0Y9H8,3.5.99.7
B8R7S8,3.5.99.7
B9W0P4,3.5.99.7
B8R7T2,3.5.99.7
B8R7S5,3.5.99.7
B2JYI5,3.5.99.7
B8R7S9,3.5.99.7
B8R7T5,3.5.99.7
Q00740,3.5.99.7
Q7M523,3.5.99.7
G5AFQ7,3.5.99.7
B1M5C5,3.5.99.7
A4VKI8,3.5.99.7
A8VU64,3.5.99.7
A0A2H4NI51,3.5.99.7
A4GXB0,3.5.99.7
Q51813,3.5.99.7
A0A0B6CW37,3.5.99.7
Q81BE9,3.5.99.7
A0A076MQB4,3.5.99.7
A0A1H5L0M7,3.5.99.7
A0A2H4NI69,3.5.99.7
Q9ZHW3,3.5.99.7
A0A511NK22,3.5.99.7
A0A2H4NI68,3.5.99.7
G5DCA6,3.5.99.7
A0A2H4NI67,3.5.99.7
A0A2H4NI93,3.5.99.7
A0A346M1A9,3.5.99.7
A0A346M1B0,3.5.99.7
A0A346M1B1,3.5.99.7
A0A512JJT7,3.5.99.7
D3WZ85,3.5.99.8
F4ZCI3,3.5.99.9
Q3K0B5,3.6.1.1
C4RA40,3.6.1.1
B6YSF3,3.6.1.1
P37487,3.6.1.1
P50308,3.6.1.1
P0A7A9,3.6.1.1
P00817,3.6.1.1
P38576,3.6.1.1
Q6UQ31,3.6.1.1
O80384,3.6.1.1
A8MQH1,3.6.1.1
P9WI55,3.6.1.1
Q8A5V9,3.6.1.1
Q67YC0,3.6.1.1
A9X9A3,3.6.1.1
F9VPB8,3.6.1.1
H2L2L6,3.6.1.1
Q9D819,3.6.1.1
P65752,3.6.1.1
Q8U438,3.6.1.1
R4JUP5,3.6.1.1
C0H477,3.6.1.1
Q3LIE5,3.6.1.1
W8TS62,3.6.1.1
Q8XIQ9,3.6.1.1
A0A098B5G4,3.6.1.1
R4ZBK7,3.6.1.1
Q2P9V0,3.6.1.1
E6U5H4,3.6.1.1
B8FP42,3.6.1.1
D4GT97,3.6.1.1
D6WB60,3.6.1.1
Q93V56,3.6.1.1
I3STR7,3.6.1.1
H6BG92,3.6.1.1
Q583R7,3.6.1.10
P40152,3.6.1.10
Q8NT99,3.6.1.11
Q8NRR8,3.6.1.11
Q7Z032,3.6.1.11
P9WHV4,3.6.1.11
Q9ZN70,3.6.1.11
Q8KG69,3.6.1.11
Q8KBS0,3.6.1.11
A0A0H3PES2,3.6.1.11
A0A0H3PAT6,3.6.1.11
P9WHV5,3.6.1.11
Q57Z14,3.6.1.11
Q583R7,3.6.1.11
A0A542W0V0,3.6.1.11
A4YFE8,3.6.1.11
P0AFL6,3.6.1.11
Q9QY93,3.6.1.12
Q9H773,3.6.1.12
Q5NHR1,3.6.1.13
Q55928,3.6.1.13
Q94B74,3.6.1.13
Q9RSC1,3.6.1.13
P54570,3.6.1.13
P44684,3.6.1.13
Q93K97,3.6.1.13
Q9SU14,3.6.1.13
Q5SHB0,3.6.1.13
Q7T291,3.6.1.13
W0NWJ0,3.6.1.13
Q3LIE5,3.6.1.13
O33199,3.6.1.13
Q97ZJ7,3.6.1.15
Q27893,3.6.1.15
C9K7J7,3.6.1.15
P37024,3.6.1.15
E9BA63,3.6.1.15
A0A5K1UR94,3.6.1.15
E9AQ00,3.6.1.15
E9AN23,3.6.1.15
A0A0E3JDD8,3.6.1.15
P05807,3.6.1.15
A0QQS4,3.6.1.15
Q9C6Z2,3.6.1.17
O66548,3.6.1.17
O04841,3.6.1.17
P50583,3.6.1.17
Q9U2M7,3.6.1.17
C0H4F3,3.6.1.17
Q9Y6X5,3.6.1.17
Q1DC62,3.6.1.17
O83774,3.6.1.18
P0AB85,3.6.1.18
C1AGW8,3.6.1.22
P9WIX5,3.6.1.22
B1XCS0,3.6.1.22
A0QTS4,3.6.1.22
Q94A82,3.6.1.22
P9WNS5,3.6.1.23
Q9V3I1,3.6.1.23
P03195,3.6.1.23
P06968,3.6.1.23
Q9STG6,3.6.1.23
O71028,3.6.1.23
A0QW08,3.6.1.23
Q8II92,3.6.1.23
Q6T180,3.6.1.23
Q57ZH3,3.6.1.23
Q8SDV3,3.6.1.23
O34919,3.6.1.23
O31801,3.6.1.23
P30007,3.6.1.23
P88942,3.6.1.23
K9MDK5,3.6.1.23
O92810,3.6.1.23
A4ZF98,3.6.1.23
Q77J78,3.6.1.23
A0A2X0SE53,3.6.1.23
A0A509AI86,3.6.1.23
B4LTG5,3.6.1.23
C5CBT8,3.6.1.27
P94571,3.6.1.27
P60932,3.6.1.27
Q5WNX2,3.6.1.27
A0A087INM7,3.6.1.27
Q8JZL3,3.6.1.28
Q8CGV7,3.6.1.28
Q9LVM4,3.6.1.29
P49789,3.6.1.29
P9WMM9,3.6.1.31
A0A0H3PES2,3.6.1.40
A0A0H3PAT6,3.6.1.40
C7BYL8,3.6.1.40
P25552,3.6.1.40
Q1DC62,3.6.1.41
Q1CWE7,3.6.1.41
Q9RQT7,3.6.1.45
A4URQ8,3.6.1.45
Q9D142,3.6.1.45
O95848,3.6.1.45
B1XCS0,3.6.1.45
A7LH74,3.6.1.5
P80595,3.6.1.5
Q9Y5L3,3.6.1.5
O93295,3.6.1.5
A7LH73,3.6.1.5
Q06K77,3.6.1.5
Q06K73,3.6.1.5
Q9FEA6,3.6.1.5
Q9MYU4,3.6.1.5
Q8K0L2,3.6.1.5
O35795,3.6.1.5
Q5DRK1,3.6.1.5
P97687,3.6.1.5
Q5CXD0,3.6.1.5
E0D877,3.6.1.5
G1UFQ9,3.6.1.5
Q9FVC2,3.6.1.5
P49961,3.6.1.5
G1UFR4,3.6.1.5
Q8WVQ1,3.6.1.5
Q5MY95,3.6.1.5
Q9SPM5,3.6.1.5
Q9XI62,3.6.1.5
Q4QFI1,3.6.1.5
O80612,3.6.1.5
Q8H1D8,3.6.1.5
K7ZBX8,3.6.1.5
Q9TW03,3.6.1.5
Q6NQA8,3.6.1.5
A4HWA0,3.6.1.5
A4H7X3,3.6.1.5
Q80Z26,3.6.1.5
Q5M886,3.6.1.53
Q99KS6,3.6.1.53
Q7T291,3.6.1.53
W0NWJ0,3.6.1.53
Q3LIE5,3.6.1.53
P43341,3.6.1.54
A0A0H3C8Q1,3.6.1.54
C1DHE3,3.6.1.54
P44046,3.6.1.54
D0C652,3.6.1.54
Q9I2V0,3.6.1.54
A0A0H3LW43,3.6.1.55
F2DYN1,3.6.1.55
A0R2K6,3.6.1.55
F1P963,3.6.1.56
Q0P8U5,3.6.1.57
B6JKQ3,3.6.1.57
G5EFS4,3.6.1.59
O75354,3.6.1.6
Q5DRK1,3.6.1.6
P97687,3.6.1.6
Q8VCF1,3.6.1.6
Q9SPM5,3.6.1.6
Q7A4T2,3.6.1.6
Q8ZVF7,3.6.1.6
Q5SJC3,3.6.1.6
O13828,3.6.1.62
P77788,3.6.1.65
Q9BY32,3.6.1.66
Q9WY06,3.6.1.66
M4I1C6,3.6.1.68
P9WIY3,3.6.1.69
A0QUZ2,3.6.1.69
Q97ZL0,3.6.1.7
Q5SKS6,3.6.1.7
P84142,3.6.1.7
P0AB65,3.6.1.7
A5F8G9,3.6.1.7
P14621,3.6.1.7
Q7Z2E3,3.6.1.70
O74859,3.6.1.70
Q7Z2E3,3.6.1.71
O74859,3.6.1.71
P61798,3.6.1.71
Q7TQC5,3.6.1.71
Q08702,3.6.1.71
G3I8V7,3.6.1.71
A0A2H1ZE58,3.6.1.71
Q7Z2E3,3.6.1.72
O74859,3.6.1.72
P03317,3.6.1.74
O13297,3.6.1.74
Q03220,3.6.1.74
O93803,3.6.1.74
Q7YTA4,3.6.1.8
P06802,3.6.1.9
O14638,3.6.1.9
P22413,3.6.1.9
Q924C3,3.6.1.9
Q6ZI95,3.6.1.9
Q9BY32,3.6.1.9
D9YT79,3.6.1.9
I4DHV7,3.6.1.9
P25536,3.6.1.9
B6SGJ5,3.6.1.9
A0A1D6PF31,3.6.1.9
A0A1D6NKR9,3.6.1.9
Q93R27,3.6.4.10
Q8YST5,3.6.4.10
Q5KTW9,3.6.4.10
A0A0L7LXM6,3.6.4.10
Q8IB03,3.6.4.10
O93240,3.6.4.10
O02705,3.6.4.10
P22953,3.6.4.10
Q9RA63,3.6.4.10
P38646,3.6.4.10
P22954,3.6.4.10
D2XNF3,3.6.4.10
D2XNF4,3.6.4.10
P02829,3.6.4.10
Q72SG5,3.6.4.10
P63284,3.6.4.10
P08238,3.6.4.10
O60231,3.6.4.13
O00571,3.6.4.13
Q9M6R6,3.6.4.13
O15523,3.6.4.13
Q9NQI0,3.6.4.13
P47047,3.6.4.13
Q61656,3.6.4.13
Q501J6,3.6.4.13
Q9QY15,3.6.4.13
Q9UHL0,3.6.4.13
P29562,3.6.4.13
P38919,3.6.4.13
P06634,3.6.4.13
Q7ZX48,3.6.4.13
B9VSG1,3.6.4.13
P26663,3.6.4.13
P27958,3.6.4.13
P03314,3.6.4.13
Q83DM8,3.6.4.13
P17844,3.6.4.13
Q96FC9,3.6.4.13
P05769,3.6.4.13
P14335,3.6.4.13
Q92900,3.6.4.13
P54823,3.6.4.13
Q8L7S8,3.6.4.13
A0A1D6GDY8,3.6.4.13
Q9NR30,3.6.4.13
Q14147,3.6.4.13
Q8Y6G5,3.6.4.13
Q18212,3.6.4.13
N0E6R8,3.6.4.13
P21372,3.6.4.13
O95786,3.6.4.13
Q67897,3.6.4.13
G0SBQ7,3.6.4.13
P21693,3.6.4.13
O75643,3.6.4.13
P32639,3.6.4.13
Q1K502,3.6.4.13
O70133,3.6.4.13
A0A0H3K9R1,3.6.4.13
Q7A4G0,3.6.4.13
Q9VHP0,3.6.4.13
G0S0B9,3.6.4.13
P0A9P6,3.6.4.13
O60306,3.6.4.13
Q6DRN0,3.6.4.13
Q39189,3.6.4.13
Q62167,3.6.4.13
B9DFG3,3.6.4.13
G0RY84,3.6.4.13
Q14562,3.6.4.13
Q9I003,3.6.4.13
Q2FWH5,3.6.4.13
Q99SH6,3.6.4.13
Q92841,3.6.4.13
P19109,3.6.4.13
P46461,3.6.4.6
Q97ZJ7,3.6.4.6
P52917,3.6.4.6
P46467,3.6.4.6
P46462,3.6.4.6
P54351,3.6.4.6
Q9ZNT0,3.6.4.6
Q9Y162,3.6.4.6
P55072,3.6.4.6
Q75JI3,3.6.4.6
O64948,3.6.4.7
P0A9M0,3.6.4.7
Q13608,3.6.4.7
P24004,3.6.4.7
P33760,3.6.4.7
O43933,3.6.4.7
Q2V573,3.6.4.7
Q9DBN5,3.6.4.7
P93647,3.6.4.7
Q6C0L7,3.6.4.7
Q7SA85,3.6.4.7
Q3MIB4,3.6.4.7
B6HJQ3,3.6.4.7
Q5BL07,3.6.4.7
Q99LC9,3.6.4.7
Q8RY16,3.6.4.7
P04896,3.6.5.1
Q9HFW7,3.6.5.1
Q9D3G9,3.6.5.2
Q15669,3.6.5.2
Q6DUE5,3.6.5.2
Q5ANA9,3.6.5.2
Q5U814,3.6.5.2
Q41009,3.6.5.2
O23680,3.6.5.2
A0A2H3GRH7,3.6.5.2
A0A098DKM1,3.6.5.2
I1R9M1,3.6.5.2
A0A2H3FHS0,3.6.5.2
Q9X1F8,3.6.5.2
Q96AX2,3.6.5.2
P61586,3.6.5.2
P01116,3.6.5.2
P60953,3.6.5.2
P63000,3.6.5.2
P15153,3.6.5.2
P62745,3.6.5.2
P08134,3.6.5.2
P62746,3.6.5.2
P61019,3.6.5.2
P01112,3.6.5.2
Q8WUD1,3.6.5.2
Q9H0U4,3.6.5.2
P62820,3.6.5.2
P61006,3.6.5.2
Q9NRW1,3.6.5.2
Q9SSX0,3.6.5.2
Q91VL8,3.6.5.2
Q9QUI0,3.6.5.2
Q99JI6,3.6.5.2
P08645,3.6.5.2
C9ZVV9,3.6.5.2
Q15382,3.6.5.2
Q09767,3.6.5.2
A0A0D9RYP7,3.6.5.2
A0A0D9RRD7,3.6.5.2
A0A098E0E9,3.6.5.2
P36404,3.6.5.2
O77338,3.6.5.2
Q80ZJ1,3.6.5.2
P62331,3.6.5.2
P51153,3.6.5.2
P62330,3.6.5.2
P35021,3.6.5.3
Q980A5,3.6.5.3
P32501,3.6.5.3
P60338,3.6.5.3
Q01698,3.6.5.3
P0DH99,3.6.5.3
P0CE48,3.6.5.3
Q97Z79,3.6.5.3
Q0WL56,3.6.5.3
Q8GTY0,3.6.5.3
Q8W4H7,3.6.5.3
P48515,3.6.5.3
P60785,3.6.5.3
Q64214,3.6.5.3
P30925,3.6.5.3
P0A705,3.6.5.3
P41091,3.6.5.3
P0DTT0,3.6.5.3
P0A6M8,3.6.5.3
O60841,3.6.5.3
Q7Z2Z2,3.6.5.3
P53893,3.6.5.3
P0CE47,3.6.5.3
P13551,3.6.5.3
Q5SKA7,3.6.5.3
P13639,3.6.5.3
Q8U070,3.6.5.4
O22265,3.6.5.4
Q9P372,3.6.5.4
P10121,3.6.5.4
Q9Y5M8,3.6.5.4
P47758,3.6.5.4
G0SD15,3.6.5.4
P37107,3.6.5.4
P06625,3.6.5.4
Q8IJ32,3.6.5.5
P58281,3.6.5.5
P39055,3.6.5.5
Q38KF5,3.6.5.5
Q9UQ16,3.6.5.5
A6H7I5,3.6.5.5
P50570,3.6.5.5
Q08877,3.6.5.5
Q05193,3.6.5.5
Q55AX0,3.6.5.5
Q55F94,3.6.5.5
Q54MH8,3.6.5.5
P39054,3.6.5.5
P20591,3.6.5.5
Q9C0L9,3.6.5.5
O00429,3.6.5.5
O60313,3.6.5.5
P39053,3.6.5.5
O35303,3.6.5.5
Q8K1M6,3.6.5.5
P54861,3.6.5.5
Q57816,3.6.5.6
Q9RWN5,3.6.5.6
P23258,3.6.5.6
P0A9A6,3.6.5.6
Q6PNM8,3.7.1.1
Q7Z986,3.7.1.1
D5LIR7,3.7.1.1
A2QP68,3.7.1.1
Q2L886,3.7.1.1
A7ESB3,3.7.1.1
M5AIH9,3.7.1.1
J4UKL8,3.7.1.1
P0CH62,3.7.1.11
O87697,3.7.1.12
Q84II3,3.7.1.13
Q9AQM4,3.7.1.13
Q93TU6,3.7.1.18
Q93NG6,3.7.1.19
Q94272,3.7.1.2
P35505,3.7.1.2
A0A076VF18,3.7.1.2
Q8RW90,3.7.1.2
K0A9N9,3.7.1.2
A0A0D5YDA5,3.7.1.2
A0A1B0ZSC0,3.7.1.2
A0A0M3SVN7,3.7.1.2
O86042,3.7.1.20
A0A1R4GQY2,3.7.1.20
A0A080VH08,3.7.1.20
O87872,3.7.1.21
E3P9V5,3.7.1.21
A0A1C9UK98,3.7.1.21
A0A0M4NKN9,3.7.1.21
A0A0M5LBR2,3.7.1.21
A0A0M3THW0,3.7.1.21
A0A0M5LAE6,3.7.1.21
A0A0M4NKL9,3.7.1.21
A0A0M4MWT8,3.7.1.21
A0A0M4MHK4,3.7.1.21
A0A0M4N707,3.7.1.21
A0A0M5LC50,3.7.1.21
