protein,EC
Q6PHW0,1.21.1.1
P95734,2.3.2.17
Q845W8,4.1.1.12
O34707,4.2.3.130
P9WQP3,2.3.1.20
G9IE63,1.14.12.12
C4P086,2.1.1.37
Q8BZ21,2.3.1.48
J9WNR5,1.8.5.1
J7H3P9,3.5.1.24
P22007,2.5.1.58
Q27IE1,1.1.1.40
A3UR41,4.2.2.3
P70080,1.14.16.4
O31616,1.4.3.19
Q8NCC3,3.1.1.4
Q6SZS7,1.1.1.40
A7L861,1.14.14.17
A1L1Q4,2.1.1.319
Q5NTE5,1.13.11.57
C7GKE4,2.7.1.23
P42043,4.98.1.1
B8R5H0,1.1.1.37
D3W812,2.5.1.61
A7BK15,6.3.4.3
P96105,3.2.1.139
P0A836,6.2.1.5
Q989T9,1.14.11.56
A0A145P6R4,1.11.1.9
D8V3M2,3.4.21.93
P30538,2.4.1.18
Q2LC83,5.1.3.5
Q0E9S8,2.6.1.42
Q08325,2.1.1.179
A7MEA8,2.3.1.243
R9UE57,3.4.21.89
Q8RUF8,3.5.1.3
A0A1I0U0N3,3.5.1.1
B9TU30,2.3.1.87
O63067,1.1.1.3
A0A0A7HMM5,4.2.3.118
P53609,2.5.1.59
A9LRT6,2.3.3.10
D5VAW8,2.3.1.129
B0YIL4,2.5.1.6
Q9DBE0,4.1.1.29
P33124,6.2.1.3
Q0KBD2,1.1.1.410
Q06ZW2,1.1.1.208
Q8IDW0,2.2.1.7
P39524,7.6.2.1
A0A0S2A471,3.4.17.1
H1ZZB0,1.1.1.394
P21834,3.2.1.4
C5CAR9,2.3.1.180
Q5LI17,2.5.1.31
Q94F12,3.1.26.3
F2E819,3.4.22.1
Q9SJM7,3.2.2.8
Q73KL7,4.4.1.11
G4T0C7,2.7.2.1
A0A0D7Q864,4.8.1.4
P0ABN1,2.7.1.107
K7NSY9,2.3.1.176
G3XD01,2.3.1.201
D8FT24,3.5.4.16
P13586,7.2.2.22
Q1WQU8,2.2.1.1
D7G340,5.1.3.37
A0A0H5ARE0,3.1.1.86
B4EMQ8,1.1.1.22
E5KWS8,1.14.99.39
B1VK31,2.1.1.53
Q2EMT4,2.4.99.21
A0A1P8L1E1,3.2.1.1
Q969T4,2.3.2.24
Q6W3D0,1.1.1.25
Q10836,3.4.19.6
Q8MXI4,2.7.11.24
A0A097PII7,3.2.1.39
A0A0B6VRK1,2.3.1.82
Q9FUS9,2.5.1.18
Q06S87,3.5.2.17
P68175,4.3.3.2
Q836J0,5.1.1.3
Q548M1,5.6.1.7
A8QMW6,3.4.21.62
G0T3B3,2.3.2.27
Q9P8H5,1.1.99.18
Q60FX6,4.1.1.103
B8ZJH0,6.3.1.2
C7G355,3.2.1.59
A3R0V6,3.4.22.1
A0A0S2UQQ5,3.2.1.156
F9UST4,4.4.1.37
A0A515J4V2,2.7.11.31
Q75VW8,6.2.1.18
Q4JAD1,3.1.3.16
P9WPP9,1.14.15.36
A9UIG0,3.2.1.21
O75643,3.6.4.13
Q5BL07,3.6.4.7
B9A0T9,1.14.17.4
D1A7X0,4.2.1.10
O28055,1.8.99.5
Q96C23,5.1.3.3
Q9F8S3,3.1.21.4
B3TLA6,1.10.3.2
J9Z332,3.4.24.1
P27793,4.2.3.5
O14522,3.1.3.48
E9SCT3,3.2.1.73
Q8GV51,3.2.2.22
T5I9M6,4.2.1.53
Q72K29,3.1.3.70
A0A1C7AAM8,4.2.3.131
A0A1X9T5Z1,3.4.16.5
H3K3Y9,2.7.7.48
R9YW17,2.3.1.20
Q15493,3.1.1.17
P77182,2.1.1.229
Q5A6L6,2.4.1.198
Q8DKD5,2.7.7.65
Q8NCN5,3.1.3.43
P51102,1.1.1.219
Q831E4,2.7.9.3
A5IZ80,3.1.1.104
Q59310,3.2.1.18
Q9ZI86,2.3.1.269
K7SKA8,5.1.99.1
Q4KMI8,2.7.11.21
Q02890,3.5.1.52
A2AXG5,2.5.1.123
Q75WV3,3.1.3.12
L7PYQ2,3.1.1.6
Q9UZ51,2.1.1.148
P43304,1.1.5.3
Q5B3G7,4.1.2.9
I1ZJ31,3.4.22.71
U5PUZ1,1.1.1.206
Q3SX44,3.5.3.18
C1IWT4,1.1.1.2
Q2L623,1.3.7.7
G0YWA4,1.3.7.12
Q9Y570,3.1.1.89
Q923E4,2.3.1.286
P52488,6.2.1.45
M1E6S9,4.2.1.10
Q6GEU1,4.4.1.21
P46322,2.7.8.5
C0ZRJ2,3.4.21.83
P38398,2.3.2.27
Q03280,2.3.2.26
A4GKI2,2.3.3.10
P84776,3.1.1.4
Q9HDG2,1.6.2.4
W8CXQ9,1.1.1.27
P53582,3.4.11.18
C6Y403,5.1.3.8
A0A0S2SWG7,2.7.11.24
A2TLJ3,1.5.99.12
A0A1S7D3W6,3.2.1.1
Q95N05,3.1.1.1
P42321,1.11.1.6
P0DPE9,1.2.99.10
Q86CZ4,3.1.1.7
O96507,2.7.3.3
Q6WG30,1.14.14.176
Q3SY77,2.4.1.17
O07427,3.1.1.23
Q92947,1.3.8.6
Q7M0K6,1.14.13.200
Q9I5R6,1.14.99.60
D0QXJ3,1.3.1.77
P18187,1.12.2.1
P0AEE3,3.4.21.107
P05041,2.6.1.85
A7DX12,4.2.1.1
B0VMV2,2.3.1.191
A1B198,5.1.1.22
P9WKJ3,2.2.1.6
Q9ZJ98,4.2.99.18
Q6PDX6,2.3.2.27
Q9FLC8,1.14.14.40
Q8J0K8,3.2.1.4
Q93VM7,3.1.3.2
E3W9M3,2.4.1.300
Q304Y2,5.1.3.6
Q85G35,7.4.2.4
P38561,6.3.1.2
P80679,1.11.1.7
D4I261,3.2.1.28
O15466,2.4.99.8
A9Z0X6,3.2.1.73
Q5TAX3,2.7.7.52
Q4WB93,3.2.1.151
C6WFL3,4.2.3.155
Q2G1C1,2.7.8.45
P00511,2.7.1.11
Q9LR29,2.6.1.27
Q9WXS2,2.7.1.45
Q0KBV8,1.8.1.4
Q0K2K2,2.6.1.19
Q9S1M6,2.1.1.188
B5AS40,1.13.11.1
O15033,2.3.2.26
Q92KZ3,1.1.1.292
S5M3K7,2.1.1.45
A0A0S2UQ60,3.2.1.6
Q52MZ9,1.14.20.4
O86428,2.6.1.42
Q1JUP4,1.2.1.26
J9VKS8,2.7.1.158
A7LHM7,1.2.1.12
C8YNM0,3.1.1.58
P0ABJ9,7.1.1.7
Q44571,2.4.1.252
B2Y0K4,4.1.2.8
D3ZTF6,2.7.1.154
O53289,3.1.3.3
P12798,2.7.11.19
A0A1C3HPR3,4.1.1.39
Q8NLL5,1.8.4.11
E5GCW5,2.3.2.15
O13811,5.3.4.1
Q5F957,3.1.21.5
Q7T2A9,1.13.11.31
E9RK37,4.1.99.1
A0A1S3R1W2,3.5.3.1
Q6J1Y9,3.4.19.12
P40857,4.2.1.134
Q7AZX0,2.4.2.3
A0A6B9QIY8,2.5.1.29
P72848,1.3.3.3
Q92074,2.4.1.38
U5LN76,1.14.19.33
O66493,4.2.3.5
Q9YBQ2,3.4.19.1
E1VFE0,3.4.19.1
A9QXC9,3.1.1.3
Q8JZV9,1.1.1.30
P27989,2.3.1.169
A4WMH3,3.2.1.20
A5J295,1.14.19.6
Q84FR7,3.5.1.77
Q94EE9,4.1.1.25
A3QC13,4.98.1.1
E1U887,1.1.1.18
P11142,7.4.2.3
D5LUP7,3.4.19.13
A0A075W0Z7,1.13.11.51
C7T4G3,1.14.14.107
Q14197,3.1.1.29
P9WPP1,1.14.15.29
Q9X2H6,2.8.4.4
A0A075X1K1,3.2.1.17
A0A3G2LN21,2.4.2.60
O96142,2.6.1.1
P70551,1.21.99.4
N6Z5E2,5.4.4.8
A2BIM7,6.1.1.3
Q9QZW0,7.6.2.1
Q9WWW6,1.14.15.3
S6A6J2,2.7.7.6
H6UZZ8,3.5.2.6
Q582P9,2.7.12.2
P39045,3.4.16.4
C4PJN4,1.13.11.70
Q6PBW5,3.1.1.64
Q9LA16,1.8.2.1
A8QCW4,3.1.1.79
Q4KNC9,5.2.1.8
O59703,2.5.1.29
O14965,2.7.11.1
B1YAL1,4.1.2.13
A0A087BL81,3.5.1.24
D0QZM5,3.4.22.51
A0A2Z4EVE5,4.1.1.18
D5KXD2,4.2.3.104
P0A9J6,2.7.1.15
Q9QNF7,2.7.1.21
O09172,6.3.2.2
Q8VYJ1,6.2.1.26
A0A3Q9SVP4,3.4.24.36
A0A2Z4HQJ8,2.5.1.43
Q9XDM4,2.7.1.177
F2YCN5,1.1.1.307
O07600,2.3.1.300
F0NDQ1,3.1.1.1
P96156,3.2.1.202
A0A090IMH4,2.5.1.56
Q59284,3.5.1.18
Q08477,1.14.14.94
Q50755,1.8.98.5
Q9LVF0,2.4.1.120
Q1EPW5,1.14.18.3
Q9BY32,3.6.1.9
A0A0M4MWS8,3.7.1.21
A3QQQ3,2.7.7.9
Q9LRI6,1.2.1.5
Q9W5E0,2.1.1.361
A5JGM8,3.4.24.69
A0A3Q3ATC8,1.1.1.300
Q93SX0,7.1.1.6
A8CDT3,5.4.99.41
S6D3Q2,1.1.5.11
Q988B8,2.6.1.30
Q9M2S0,2.7.7.13
P46436,2.5.1.18
F2QY27,1.1.3.13
D6EC76,1.1.1.86
Q96Y14,2.7.1.1
A1TX06,2.3.1.75
C7AIP4,2.7.7.7
G2XKV0,3.1.1.11
P41975,1.15.1.1
Q2PU02,3.2.1.8
E5KWY6,1.14.99.39
P51853,4.1.2.38
Q9BXR0,2.4.2.64
Q10RP4,1.14.11.67
A1YPR2,4.2.3.152
A0A0H3LKK8,3.5.1.107
Q9AXR9,3.2.1.14
A0A174E195,1.3.1.9
Q8GEB4,3.2.1.21
B2KL33,3.2.1.151
Q948R6,5.4.99.36
B5AS42,1.13.11.1
Q03ZZ4,1.1.1.37
P18293,4.6.1.2
F2CPW6,2.1.1.107
W8R447,3.1.1.5
C1K8Y9,1.1.1.307
Q76LA6,1.11.1.11
P98198,7.6.2.1
Q8CGC7,6.1.1.17
Q396C5,1.10.3.16
D4AK45,1.1.1.332
P55072,3.6.4.6
P07310,2.7.3.2
Q9Y5N5,2.1.1.72
P00390,1.8.1.7
P9WQ33,4.6.1.1
A3MWU9,1.1.1.37
M1T754,5.4.2.8
A2RU49,2.7.1.81
O22340,4.2.3.16
M4MCS2,2.7.7.12
A0A0F4THK8,1.2.1.16
G4VQJ4,2.4.2.7
P09606,6.3.1.2
Q9BT40,3.1.3.56
A0A0E1EQ72,3.2.1.179
Q21FJ0,4.2.2.3
Q9M9P3,2.7.7.9
P08587,2.3.2.13
Q7RWN7,1.14.99.56
M4MBM1,3.4.11.5
Q5CB51,2.1.1.95
Q05514,4.3.1.2
P00378,1.5.1.3
Q9WYQ4,1.1.1.6
A1Y9J6,1.14.16.4
W8U4T4,2.4.1.129
A0A0A1IVI8,2.7.3.2
A0A0B4U9L8,3.4.21.74
O62140,1.3.3.6
P17532,1.14.16.4
Q4QB75,3.2.1.26
Q43866,3.2.1.26
O87605,1.14.15.33
A0A0C2N691,2.7.7.85
Q7MX92,3.4.14.4
Q0GY13,2.3.1.176
A0A143G976,1.11.1.21
C4MH58,2.4.1.19
Q4K418,2.3.1.253
P81701,1.11.1.18
A0A0A7HFH3,1.1.1.105
Q8XNK8,3.2.1.49
K7ZW57,1.11.1.7
Q0J8A4,1.2.1.12
A0A0U1LSP0,5.4.3.10
B6SS03,1.3.1.79
Q9D819,3.6.1.1
G4WZU3,3.1.3.8
A0A061J9D5,2.7.2.3
Q9M9V6,5.4.4.2
B0KB53,1.1.1.2
B6E5W6,5.3.1.9
F6KIF4,6.3.2.52
Q8GHB2,2.5.1.111
Q08891,1.2.1.50
A0A1R4GQY2,3.7.1.20
T1PRE6,4.1.1.52
Q9HVU6,3.5.1.128
P17649,2.6.1.19
P27158,2.7.1.21
W8QG94,2.4.1.298
P35270,1.1.1.153
Q2VMT1,4.3.1.24
A7RFF0,1.13.11.11
B3FPE3,1.2.1.12
A0A401ETL2,3.2.1.55
D0VBH4,3.2.1.2
Q967C2,3.4.24.36
C7DSA3,2.3.2.15
B8A5U5,5.1.3.19
A0A142LT03,5.4.99.34
B2ZFM0,4.2.2.2
B8I1W7,2.4.1.49
Q97XP4,3.5.2.9
Q9RQT7,3.6.1.45
P49961,3.6.1.5
Q9ZUX1,1.14.14.80
F8QQQ7,4.1.1.33
B3TPQ6,4.2.3.128
Q7Z6K3,2.5.1.60
Q56R01,1.1.1.3
Q0W817,2.4.99.18
A0A0H3AFM6,2.7.7.65
O68641,3.2.1.39
Q5AJX2,1.14.19.17
A8UT36,1.16.1.1
Q9NIS0,2.3.1.48
B0SKV7,1.8.1.9
A0A2K1YWL5,2.3.2.8
O55060,2.1.1.67
Q9L768,1.8.99.2
Q688T8,2.7.7.27
Q9VKY8,2.7.9.3
Q8YX97,6.1.1.9
Q64521,1.1.5.3
G1APK3,1.1.1.41
A0A075W3C7,2.1.1.274
A0A085HKM4,2.7.1.6
D2WEY1,2.8.3.8
Q93NG1,3.5.1.111
A0A067XNL8,1.1.3.8
Q05769,1.14.99.1
Q97V40,2.7.9.2
B9A1Q4,2.5.1.36
A7F2C9,4.1.99.3
A3KLR7,1.14.14.81
F6K7K1,4.1.1.33
Q8RR61,3.5.1.137
A0A0A0K2U8,4.2.1.92
A0A1S5XVA5,3.1.1.73
O57980,6.1.1.22
P0A434,3.1.8.2
E7EC32,7.2.2.12
Q9SP28,1.14.19.22
E9LUE8,3.1.4.12
Q8PC98,3.4.11.5
Q5VT66,1.7.2.1
Q2PWI9,1.12.99.6
A0A3Q9SZZ7,3.4.24.36
Q6IWA0,5.4.99.39
P39265,7.5.2.8
P50651,1.17.4.2
P03962,4.1.1.23
P85285,2.7.4.6
O58453,3.5.1.14
E5RQ20,1.1.1.103
Q81SV8,2.7.4.6
Q9BVG3,2.3.2.27
A0A125SXN2,5.4.99.66
Q9ZTB6,2.4.1.18
Q9TW03,3.6.1.5
B2HF83,1.4.3.5
P55229,2.7.7.27
E2LRY8,2.7.7.23
P15304,3.1.1.79
Q5X5J5,2.4.1.182
A0R211,2.7.8.35
B0M0V1,2.7.1.30
Q6C2Y4,1.1.1.42
C5GZ70,3.2.1.15
O65862,2.1.1.104
D2KE03,1.14.19.3
Q6Q8Q1,3.5.4.1
P9WGV3,3.3.1.1
O23141,4.1.1.19
O64988,2.3.1.224
A0A2D1P881,2.3.2.5
C7AJA4,2.7.7.52
P53004,1.3.1.24
D6RKV4,3.2.1.96
Q9W3C7,3.1.2.22
P80040,1.1.1.37
G4T0K4,5.3.1.27
A4VVI7,4.1.2.14
P24670,4.2.1.10
Q9LBG4,3.2.1.132
M4H3S7,2.3.1.21
A4HCP1,1.5.1.33
I4DSV5,7.1.2.1
A0A0H2UR54,2.1.1.217
O06458,5.4.99.16
Q6DBD7,3.5.1.23
A6YSL1,3.1.26.3
Q94502,3.2.1.207
P31928,2.4.1.14
Q55088,3.2.1.141
C6FI41,1.13.11.66
Q87KT6,4.1.1.18
W0S9B2,1.14.11.9
Q0ZIF5,3.2.1.28
C7T4H2,1.14.14.107
B3VZQ2,1.13.11.1
P37651,3.2.1.4
Q45402,2.7.1.205
D9SR73,5.3.1.5
D4GP33,1.1.1.46
Q67PI3,1.4.1.16
O91936,3.4.21.98
D0FK63,1.14.18.3
D2Z0H9,2.6.1.4
O88736,1.1.1.62
O31266,1.13.11.48
A0A223CGG0,3.5.1.19
Q9HZV9,6.4.1.5
A0A2I4PEL8,1.14.19.21
I6ZPR8,2.1.1.104
P0CW40,3.2.1.10
A7XFU7,4.2.2.1
A0A0M4N707,3.7.1.21
O58035,6.1.1.7
Q4Q9F9,3.5.4.9
Q83A63,1.5.1.20
Q8R3J5,4.3.2.7
O87612,1.3.1.32
Q3I5C3,1.11.1.11
Q6Q833,3.4.11.1
P80668,1.2.1.39
A0A0F6ZN15,1.14.19.2
Q16825,3.1.3.48
D4HRL0,3.2.1.176
D0G7G2,3.4.21.4
Q8P839,3.4.13.9
Q97QZ1,2.7.1.176
B2J4R2,2.1.1.80
A9UVU0,1.13.11.52
D3GAN3,2.1.1.20
P10723,6.1.1.22
G7KER8,2.3.3.10
F7Y223,5.1.1.15
P45745,6.2.1.66
C1DQG8,2.3.1.8
A0R4D5,2.6.1.21
Q97WI1,5.4.2.11
P90613,1.1.1.27
Q38757,1.10.3.2
A0A2U9N624,2.4.1.177
Q9XI55,1.18.1.2
Q8BNJ2,3.4.24.82
A0A0U1RNF2,2.1.1.233
P11353,1.3.3.3
A9QNB5,1.11.1.6
P16098,3.2.1.2
P83789,2.3.1.169
Q01289,1.3.1.33
D5D9X4,6.3.2.4
Q62696,2.7.4.8
C4PKK5,1.1.1.284
Q9UVS8,3.2.1.91
Q9WTS2,2.4.1.68
A0A0F7YYA5,3.2.1.4
P23186,1.3.3.16
B3VD87,4.2.1.144
B1A0U3,2.6.1.13
Q9YA64,6.1.1.1
A3CRV9,2.4.99.18
B8R7T6,3.5.99.7
A0A059UEY0,1.5.1.36
B5GS26,4.2.3.97
Q7Z2Z2,3.6.5.3
B2HIM3,2.3.1.282
Q6ZNE5,2.7.1.137
P19254,3.2.1.73
Q0K8Z5,2.7.4.1
A1Y9J3,1.4.1.14
A9XTF8,2.4.1.16
P42620,1.8.5.7
Q7SIG7,2.7.7.7
E2DHI7,3.4.17.23
Q59224,1.4.1.20
Q9ESU6,2.7.11.23
O67140,2.9.1.1
B7UB94,1.20.2.1
L0BH17,2.4.1.276
Q81RQ4,4.2.1.118
Q6HA08,3.4.24.21
P21169,4.1.1.17
A0A3S5YB92,4.1.3.1
P0A6M2,1.8.5.9
E9LFG2,1.3.99.31
Q84VX0,2.4.1.82
Q9VFK6,2.1.1.361
C7BEA8,3.4.24.69
Q93WX6,2.8.1.7
Q8KQK1,3.1.1.113
Q257D4,2.5.1.21
Q5XI78,1.2.4.2
A5XCL5,2.7.7.9
Q1GZD1,1.1.1.42
Q1HAW1,4.4.1.14
Q9XC67,2.4.1.318
A0A059WGE7,2.7.9.6
A0PAB0,2.4.1.16
P08839,2.7.3.9
A0A0S3Q161,2.3.2.13
C7SEV1,3.2.1.22
A2RNG5,2.7.2.1
Q96X07,2.3.1.165
A9UKW1,5.3.99.6
A0A077T7R8,7.6.2.9
Q9SYH3,2.3.2.27
I3V6B7,1.14.14.167
A0A1S3YFK2,2.7.9.4
O60725,2.1.1.100
H9NAL5,5.4.99.39
Q15JG7,1.14.11.52
A2QKT4,3.2.1.78
Q92456,3.2.1.22
Q53CP8,3.5.1.24
P0A9M8,2.3.1.8
Q92743,3.4.21.108
P12880,4.1.1.31
Q94AM1,3.4.24.70
Q96RR1,5.6.2.3
Q07BW5,2.1.1.325
Q06K28,5.1.1.10
P49591,6.1.1.11
Q5U367,1.14.11.4
Q8PMH0,1.18.1.2
Q96WT2,4.2.3.42
P17227,1.97.1.12
A6N928,2.4.1.91
W8JNL4,2.5.1.63
O65435,4.2.3.195
Q6NUI2,2.3.1.15
C5XXT9,4.3.1.24
Q6BDJ2,1.1.1.316
P95417,2.1.1.107
D7PGD2,2.1.1.37
Q84VZ1,3.1.3.104
E0X4B3,3.2.1.8
O80452,3.5.4.6
Q0QWG6,3.4.17.1
B0ZSP3,5.4.99.39
Q5SKM2,4.1.3.38
Q15120,2.7.11.2
Q2TPV1,3.1.1.3
Q3BS03,3.2.1.187
G4WZU4,3.1.3.8
A0A2Z5D8A5,1.1.1.195
P42770,1.8.1.7
M1Q842,2.6.1.57
Q8MNV0,5.6.1.1
A0A0E3NBN0,1.1.1.318
A0A3Q8GZQ4,1.1.1.4
Q00922,1.1.3.13
Q9LMX8,3.1.1.31
A0A346M1B1,3.5.99.7
A8BWM5,3.1.1.31
Q5B027,1.14.99.55
Q00955,6.4.1.2
Q06115,3.5.1.24
C0IRI2,2.4.1.207
O23118,2.5.1.21
P09403,2.7.2.3
Q4KXC9,2.4.1.122
Q14318,5.2.1.8
A0A3Q9SZY6,3.4.24.36
A8B3A8,5.3.1.1
P47740,1.2.1.3
Q8W5A1,1.2.1.8
A0A1D8RK43,1.1.1.215
P32578,2.7.11.31
Q5JN09,3.5.4.12
F2DYN1,3.6.1.55
A8E7C8,2.4.1.174
P75898,1.14.99.46
O57963,6.1.1.6
O07014,3.1.3.3
Q7AYX1,3.5.2.6
P42094,3.1.3.8
B1A3N2,3.2.1.8
P16066,4.6.1.2
P35576,3.1.3.9
P74313,1.20.4.1
F1NP39,3.5.3.15
Q5DUH7,3.2.1.22
Q5FSN8,1.7.1.16
A0A1L7NW83,5.5.1.19
Q03084,2.4.1.303
P19487,3.2.1.4
O53554,2.2.1.6
A0A0B5GQL6,3.2.1.39
Q9SYM4,2.4.1.15
B4XC07,3.2.1.78
Q81PT0,2.3.1.5
Q98K87,1.5.1.20
B4XB33,3.1.3.2
O85721,1.14.99.39
P9WFW3,6.1.1.12
A9ZMJ3,1.14.11.9
S6DXG7,3.2.1.73
Q8W1E9,2.7.8.2
A0A100YXA1,4.1.1.115
I4DHV7,3.6.1.9
D9SZQ3,1.14.99.56
B8J0R1,4.4.1.38
G3KIM6,1.3.1.95
F2XMV3,2.4.2.14
A3CMW3,3.4.24.13
Q9SEV0,1.3.1.77
O28534,2.7.7.67
P83703,4.2.3.4
B1YAG2,2.4.99.18
Q49422,3.1.21.10
P54998,1.14.14.21
Q8L1Z5,5.3.1.1
P24171,3.4.15.5
A0A2C9DK12,1.14.14.127
A3QSS7,3.1.3.11
C4M5H3,6.5.1.1
Q9CEN0,1.1.1.1
P00747,3.4.21.7
P0DJQ5,2.3.1.35
A0A222AKA3,4.1.1.43
Q5QN75,2.7.12.2
Q9BYC2,2.8.3.5
Q6DFW5,7.6.2.1
D7PCT9,2.7.9.4
P47016,3.5.1.128
Q9LCB4,2.3.3.19
A0A097ZNA3,5.6.2.1
Q9SB60,2.5.1.112
M4QLE7,2.3.3.16
P18079,2.3.1.37
D5KT95,1.14.14.11
Q3SC88,1.11.1.11
Q3IXP1,4.1.99.13
Q97VS8,2.5.1.3
L0PF87,6.3.2.12
Q9W058,2.8.3.5
A0A0X1KGP2,2.7.7.3
Q9F8X1,2.4.1.280
Q52014,2.3.1.190
Q1QDV8,2.6.1.62
P32189,2.7.1.30
K9MS40,3.5.2.17
P57033,2.4.1.38
Q9H9B1,2.1.1.368
N0B8G3,1.1.2.10
A4YIE3,5.4.99.2
Q55585,1.2.1.79
A0A0U3SCD8,4.4.1.9
I1YA59,2.2.1.7
P52893,2.6.1.2
D6RH08,2.4.1.17
A0A075EEX4,3.2.1.8
E6Y3G5,4.2.3.4
A4H2J0,2.7.1.158
Q9Y2X8,2.3.2.24
A7XW22,2.7.4.1
J3K0T6,3.4.24.39
Q9HK01,1.2.1.89
T1TFA0,4.2.1.11
G9F7X3,2.3.1.211
Q9LIQ4,2.7.1.50
Q8GJ45,2.5.1.133
M1SQA1,1.3.1.85
J9Q6L4,1.1.1.42
I1LWX5,2.7.7.4
G3GCC6,3.5.2.6
P16636,3.4.24.14
B1PSD9,3.1.4.53
A0A0U1XRI2,4.2.3.23
Q08650,2.3.1.20
D2KAT1,3.2.1.191
P04547,2.4.1.27
A0A220QKC7,1.11.1.11
Q9C0K2,1.21.99.4
Q61481,3.1.4.17
Q88H32,4.3.1.12
Q9SHH6,2.5.1.18
P55204,4.6.1.2
Q8GTB9,2.5.1.18
P9WK83,6.3.1.20
P46396,2.8.1.6
A4HUF9,3.4.24.36
O08348,2.7.7.6
Q3I354,4.4.1.21
A7BK11,6.3.4.3
A0A3G1HH65,1.4.1.14
Q1ME43,3.5.1.108
A8R0T5,2.4.99.1
A1Z1R8,4.4.1.21
O82560,6.3.1.2
O24149,2.1.1.104
G5EGA5,1.14.19.6
A0A076N6W1,1.4.1.4
Q9C0L9,3.6.5.5
O49853,4.2.3.13
A7BK07,6.3.4.3
G1JT93,2.6.1.85
Q9VYD1,2.1.1.359
Q86447,1.2.1.68
D8VD27,2.3.1.176
B1N7J5,1.1.2.8
Q6V956,1.2.3.1
Q91ZP3,3.1.3.4
P32567,3.1.3.4
A0A3Q9SYZ2,3.4.24.36
Q55F94,3.6.5.5
H9C4A2,1.10.3.2
Q93NG6,3.7.1.19
Q9ST97,2.4.1.101
A3F8Z8,1.10.3.2
Q914X2,3.2.1.18
G3LW45,2.7.7.69
I1M259,3.5.2.5
A0A0M3KL46,1.13.11.49
E9QYP0,1.14.13.195
A0A1I9LPQ6,1.1.1.81
Q2YQ76,6.1.1.10
Q9SU14,3.6.1.13
Q8VCH7,1.1.1.300
B8QN50,6.2.1.12
B2G3S1,1.6.3.2
B6CPA2,3.4.22.1
I3DTM3,3.1.3.11
N1V364,4.2.1.10
O87689,2.1.1.272
Q74HC2,2.7.1.113
A0A0M4NKP9,3.7.1.21
Q94IB8,2.3.1.50
D0EFL2,1.7.1.6
F2X354,1.1.1.95
Q00924,5.1.99.5
A8UGP3,1.13.11.53
D4AA47,7.6.2.1
Q5VYS8,2.7.7.52
A0A172Q4F5,2.5.1.43
Q9HWR4,1.14.99.58
B3GF12,4.1.1.23
P0DP66,3.5.1.128
A5U8X0,5.6.2.1
Q2VZZ9,4.1.1.11
W0NR13,1.3.99.4
P0A0Z8,2.7.7.43
Q2UBD6,3.1.1.73
P93031,4.2.1.47
Q9XGH9,3.2.1.28
Q9L9F1,2.5.1.111
O95674,2.7.7.41
A0A509AWF2,3.4.14.1
Q9FR51,3.2.1.151
A0A171,1.4.1.13
D6RUS9,3.5.4.25
Q96DG6,3.1.1.45
P93622,1.10.3.1
J9QQ32,3.2.1.67
Q99MA2,3.4.11.9
D2KWB6,1.4.3.2
Q70JN9,1.1.99.21
Q88RQ5,1.1.1.25
Q97GB9,1.15.1.2
Q6P0H9,1.1.1.146
P09543,3.1.4.58
Q5SJC4,3.1.21.10
Q9HD43,3.1.3.48
Q96AT9,5.1.3.1
Q9SWR9,2.3.1.12
A0A076JWH6,3.1.31.1
A0A1I9Q605,5.4.99.8
P00968,6.3.5.5
G9MBE4,4.2.2.3
C1L318,2.4.1.120
I3QHT4,3.5.2.6
P72170,3.5.2.3
P9WQ73,2.6.1.52
A8R0Y0,2.4.99.6
A0A143BMX6,1.3.1.33
O32509,3.1.4.58
Q9ESV6,1.2.1.12
Q5GTD5,2.7.4.9
F1CMY8,1.14.15.30
Q8IM71,2.7.1.32
B1YBY6,4.2.1.120
P04789,5.3.1.1
C5YHI2,4.2.3.123
O87942,4.1.99.11
V9ITC5,1.14.19.30
A0A0S1TRV4,1.1.1.140
A4SVB6,6.3.4.14
A0A0M5MSC0,2.4.1.2
P9WMW5,2.7.8.35
Q5ZN66,2.5.1.45
G4T4R6,2.4.1.329
Q9XES1,7.2.2.10
X5D911,3.4.22.1
Q9SB41,7.6.2.10
A0A0H3M8P3,6.3.2.12
Q8VDC0,6.1.1.4
Q00909,4.2.3.6
Q8R8N4,2.7.1.147
P21130,2.4.1.10
Q32P28,1.14.11.7
A0A2Z6BLR4,2.1.1.224
Q38II3,1.12.99.6
Q9U0G8,3.4.22.41
A0A0C6EYL8,1.4.3.2
Q4TTY7,2.5.1.10
D3PLE5,4.2.1.150
P81139,3.1.1.26
Q2V6K1,2.4.1.177
O24867,2.7.8.43
P69910,4.1.1.15
Q0DZ46,1.2.1.5
V5TDZ4,2.5.1.146
Q5FAE1,2.3.1.203
A0A1C3HPN3,4.1.1.39
Q60GU1,4.1.1.103
Q30W70,4.3.99.4
D2SZY4,1.1.2.8
A0A1C3HPN0,4.1.1.39
Q9NQW5,2.1.1.354
Q9WZ13,7.2.2.4
F1CYZ0,3.2.1.176
Q9STV0,2.7.9.4
Q6KH14,3.1.26.5
Q0GA14,2.3.1.140
Q9Z183,3.5.3.15
Q73QH2,3.2.1.18
Q9HWR3,2.7.13.3
O81884,1.1.1.316
P46413,6.3.2.3
Q53H76,3.1.1.32
